DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
EMP_0215,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,154.5,105,207,224.25,180,180,115.5,31.5,34.5,33,31.5,33,30,31.5,30
Remaining,,,0,3,45,-57,-51.75,-30,-30,49.5,126,138,132,126,132,120,126,120
Technical,TASK_T0736,Completed,33,28.5,15,30,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
Technical,TASK_T0437,Completed,0,0,0,12,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
Technical,TASK_T0064,Completed,115.5,110.25,75,75,86.25,75,75,82.5,0,0,0,0,0,0,0,0
Technical,TASK_T0880,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,75,86.25,75,75,0,0,0,0,0,0,0,0,0
EMP_0350,,,,,,,,,,,,,,,,,,
Contracted Hours,,,127.5,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,141,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,-13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0650,Completed,132,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0436,Completed,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0305,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,90,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,165,157.5,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,60,150,172.5,90,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0739,Completed,165,157.5,90,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0748,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,135,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,122.75,95.39,126.27,158.51,170.23,118.95,114.24,115.78,111.62,111.9,111.91,111.71,111.87,111.73,112.01,111.52
Remaining,,,42.25,39.61,23.73,-8.51,2.27,31.05,35.76,49.22,45.88,60.6,53.09,45.79,53.13,38.27,45.49,38.48
Technical,TASK_T0646,Completed,0,0,52.5,52.5,52.5,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75
Technical,TASK_T0686,Completed,16.3,2.39,2.41,2.02,2.49,2.31,2.14,2.49,2.12,2.4,2.41,2.21,2.37,2.23,2.51,2.02
Technical,TASK_T0652,Completed,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0586,Completed,24.7,30,11.36,28.99,28.99,7.76,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Technical,TASK_T0436,Completed,66,63,60,75,86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0635,Partial,0,0,0,0,0,0.14,2.61,3.79,0,0,0,0,0,0,0,0
EMP_0448,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,10.58,10.1,9.62,9.62,11.06,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,154.42,147.4,140.38,140.38,161.44,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0543,Completed,10.58,10.1,9.62,9.62,11.06,0,0,0,0,0,0,0,0,0,0,0
EMP_0532,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,176.55,168.52,115.5,108,94.88,45,45,49.5,47.25,51.75,49.5,47.25,49.5,30,31.5,30
Remaining,,,-11.55,-11.02,34.5,42,77.63,105,105,115.5,110.25,120.75,115.5,110.25,115.5,120,126,120
Technical,TASK_T0987,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0018,Completed,18.15,17.32,16.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0410,Completed,41.25,39.38,37.5,37.5,43.13,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0302,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0989,Completed,16.5,15.75,15,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,0,0,0
Technical,TASK_T0409,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0780,Completed,18.15,17.32,16.5,9,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0040,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,206.25,196.88,112.5,112.5,129.38,112.5,112.5,123.75,78.75,86.25,82.5,78.75,82.5,75,0,0
Remaining,,,-41.25,-39.38,37.5,37.5,43.13,37.5,37.5,41.25,78.75,86.25,82.5,78.75,82.5,75,157.5,150
Technical,TASK_T0214,Completed,82.5,78.75,75,75,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,0,0
Technical,TASK_T0782,Completed,82.5,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0840,Completed,41.25,39.38,37.5,37.5,43.13,37.5,37.5,41.25,0,0,0,0,0,0,0,0
EMP_0530,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,100,125.25,130,126,70,10,0,0,0,0,0,0,0,0,0,0
Remaining,,,65,32.25,20,24,102.5,140,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0212,Completed,15,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0900,Completed,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0167,Completed,0,5.25,10,10,10,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0759,Completed,20,20,20,5,20,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0694,Completed,15,20,20,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0216,Completed,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0423,Completed,5,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0877,Completed,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0131,Completed,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0009,Completed,15,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0305,Completed,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0698,Completed,5,15,20,20,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0223,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,211.2,162.75,132.38,141.68,162.45,113.92,100.28,90.75,78.75,86.25,82.5,78.75,82.5,75,39.38,37.5
Remaining,,,-46.2,-5.25,17.63,8.32,10.05,36.08,49.72,74.25,78.75,86.25,82.5,78.75,82.5,75,118.13,112.5
Technical,TASK_T0699,Completed,4.95,4.72,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0256,Completed,0,3.15,4.5,4.5,1.57,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0233,Completed,9.9,9.45,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
Technical,,Completed,0,0,0,3.67,12.07,10.5,5.78,0,0,0,0,0,0,0,0,0
Technical,TASK_T0687,Completed,33,31.5,30,30,34.5,30,30,33,23.63,25.88,24.75,23.63,24.75,22.5,39.38,37.5
Technical,TASK_T0873,Completed,16.5,15.75,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0027,Completed,49.5,47.25,37.5,37.5,43.13,37.5,37.5,41.25,39.38,43.13,41.25,39.38,41.25,37.5,0,0
Technical,TASK_T0257,Completed,4.95,4.72,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
Technical,,Completed,0,3.67,10.5,10.5,7.35,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0033,Completed,82.5,23.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0777,Completed,9.9,9.45,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0243,Completed,0,0,1.57,10.5,12.07,8.93,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0021,Completed,0,0,10.8,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0700,Completed,0,9.45,15,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,0,0
EMP_0138,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,126.89,230.66,282,274.78,284.72,247.58,174.89,192.38,183.64,201.13,192.38,151.2,158.4,144,151.2,144
Remaining,,,38.11,-73.16,-132,-124.78,-112.22,-97.58,-24.89,-27.38,-26.14,-28.63,-27.38,6.3,6.6,6,6.3,6
Technical,TASK_T0151,Completed,0,93.6,144,144,165.6,144,144,158.4,151.2,165.6,158.4,151.2,158.4,144,151.2,144
Technical,TASK_T0921,Completed,17.6,18,16.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,31.35,29.93,28.5,28.5,32.78,28.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0746,Completed,33,31.5,30,30,34.5,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0871,Completed,0,0,7.8,14.19,16.32,14.19,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0927,Completed,18.54,32.44,30.89,30.89,35.53,30.89,30.89,33.98,32.44,35.53,33.98,0,0,0,0,0
Technical,TASK_T0847,Completed,26.4,25.2,24,24,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0666,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0158,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,135,172.5,150,150,165,157.5,172.5,165,157.5,165,150,78.75,75
Remaining,,,0,0,0,15,0,0,0,0,0,0,0,0,0,0,78.75,75
Technical,TASK_T0739,Completed,82.5,78.75,75,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,0,0
Technical,TASK_T0437,Completed,0,0,0,60,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Technical,TASK_T0840,Completed,57.75,55.13,52.5,30,34.5,30,30,33,31.5,34.5,33,31.5,33,30,0,0
Technical,,Completed,24.75,23.63,22.5,30,34.5,30,30,33,31.5,34.5,33,31.5,33,30,0,0
EMP_0076,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,144,54,51.75,45,59.25,66,63,60,49.5,45.75,16.5,15,15.75,15
Remaining,,,0,0,6,96,120.75,105,90.75,99,94.5,112.5,115.5,111.75,148.5,135,141.75,135
Technical,TASK_T0890,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,33,30,0,0,0,0
Technical,TASK_T0114,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0113,Completed,99,94.5,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0847,Completed,16.5,15.75,15,15,17.25,15,15,16.5,15.75,8.25,0,0,0,0,0,0
Technical,TASK_T0914,Partial,0,0,0,0,0,0,14.25,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
EMP_0157,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,87.1,73.13,106.4,119.9,70.46,6,0,0,0,0,0,0,0,0,0,0
Remaining,,,77.9,84.38,43.6,30.1,102.04,144,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0507,Completed,0,0,0,10.13,16.88,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0551,Completed,0,0,0,16.88,13.13,2.25,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0715,Completed,0,0,25.4,25.4,29.21,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0303,Completed,45.45,23.63,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0522,Completed,21.38,10.13,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0349,Completed,0,0,0,42.75,11.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0857,Completed,4.52,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0967,Completed,15.75,23.63,30,22.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0380,Completed,0,0,13.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0509,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0888,Completed,165,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0690,Completed,0,31.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0016,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,158.25,173.63,165,261.38,289.88,292.5,279.75,43.5,0,0,0,157.5,165,150,157.5,150
Remaining,,,6.75,-16.13,-15,-111.38,-117.38,-142.5,-129.75,121.5,157.5,172.5,165,0,0,0,0,0
Technical,TASK_T0059,Completed,41.25,18.75,0,37.5,43.13,75,75,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,82.5,150,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0863,Completed,18,16.5,0,37.5,43.13,37.5,37.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0401,Completed,0,0,0,67.5,77.63,67.5,67.5,27,0,0,0,0,0,0,0,0
Technical,TASK_T0862,Completed,33,16.5,0,30,43.13,37.5,37.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0024,Completed,16.5,15.75,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0242,Completed,0,0,0,37.5,43.13,37.5,26.25,0,0,0,0,0,0,0,0,0
Technical,TASK_T0724,Completed,0,0,0,0,5.25,7.5,6,0,0,0,0,0,0,0,0,0
Technical,TASK_T0523,Completed,24.75,12.38,0,21.38,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0572,Completed,24.75,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0526,Partial,0,0,0,30,34.5,30,30,16.5,0,0,0,0,0,0,0,0
Technical,TASK_T0397,Partial,0,0,0,0,0,0,0,0,0,0,0,157.5,165,150,157.5,150
EMP_0444,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,181.5,173.25,183.75,143.1,165.6,234,150,165,157.5,0,0,0,0,0,0,0
Remaining,,,-16.5,-15.75,-33.75,6.9,6.9,-84,0,0,0,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0312,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0484,Completed,82.5,78.75,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0446,Completed,66,63,30,60,69,150,150,165,157.5,0,0,0,0,0,0,0
Technical,TASK_T0459,Completed,0,0,0,8.1,10.35,9,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0474,Completed,0,0,41.25,75,86.25,75,0,0,0,0,0,0,0,0,0,0
EMP_0362,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,148.5,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,16.5,157.5,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0739,Completed,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,0,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Technical,TASK_T0969,Completed,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0606,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,173.25,165.38,157.5,157.5,181.13,7.5,7.5,8.25,7.88,3.75,0,0,0,0,0,0
Remaining,,,-8.25,-7.88,-7.5,-7.5,-8.63,142.5,142.5,156.75,149.63,168.75,165,157.5,165,150,157.5,150
Technical,TASK_T0740,Completed,0,0,0,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0484,Completed,115.5,110.25,105,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0481,Completed,49.5,47.25,45,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0483,Partial,8.25,7.88,7.5,7.5,8.63,7.5,7.5,8.25,7.88,3.75,0,0,0,0,0,0
EMP_0640,,,,,,,,,,,,,,,,,,
Contracted Hours,,,0,0,0,41.25,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Allocated Hours,,,0,0,0,35.21,73.63,64.02,64.02,25.61,0,0,0,0,0,0,0,0
Remaining,,,0,0,0,6.04,12.62,10.98,10.98,56.89,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Technical,TASK_T0034,Completed,0,0,0,35.21,73.63,64.02,64.02,25.61,0,0,0,0,0,0,0,0
EMP_0101,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
EMP_0480,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,216,220.5,37.5,157.5,181.13,142.5,187.5,206.25,196.88,0,0,0,0,0,0,0
Remaining,,,-51,-63,112.5,-7.5,-8.63,7.5,-37.5,-41.25,-39.38,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0445,Completed,0,0,0,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0443,Completed,33,31.5,37.5,37.5,43.13,37.5,37.5,41.25,39.38,0,0,0,0,0,0,0
Technical,TASK_T0444,Completed,18,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0849,Completed,165,157.5,0,105,120.75,105,150,165,157.5,0,0,0,0,0,0,0
EMP_0358,,,,,,,,,,,,,,,,,,
Contracted Hours,,,148.5,54,135,135,155.25,135,94.5,148.5,141.75,155.25,148.5,141.75,148.5,135,141.75,135
Allocated Hours,,,125.46,53.45,166.82,166.42,167.75,136.42,76.42,54.06,46.49,46.63,53.97,8.99,9.06,8.92,8.99,5.17
Remaining,,,23.04,0.55,-31.82,-31.42,-12.5,-1.42,18.08,94.44,95.26,108.62,94.53,132.76,139.44,126.08,132.76,129.83
Technical,TASK_T0648,Completed,11.2,3,7.5,7.5,7.5,15,15,0,0,0,0,0,0,0,0,0
Technical,TASK_T0633,Completed,3.6,5.7,15,15,15,15,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0659,Completed,11.2,5.7,15,15,15,15,15,7.5,7.5,7.5,37.41,0,0,0,0,0
Technical,TASK_T0642,Completed,0,0,32.9,15,15,15,15,15,7.5,7.5,7.5,0,0,0,0,0
Technical,TASK_T0649,Completed,11.2,2.9,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,3.75
Technical,TASK_T0650,Completed,0,0,0,7.5,8.63,7.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0619,Completed,1.56,3.15,1.42,1.42,1.63,1.42,1.42,1.56,1.49,1.63,1.56,1.49,1.56,1.42,1.49,1.42
Technical,TASK_T0584,Completed,4.4,3,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0631,Completed,82.3,30,80,90,90,60,22.5,22.5,22.5,22.5,0,0,0,0,0,0
EMP_0457,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,212.55,191.25,171,142.5,163.88,142.5,135,148.5,141.75,155.25,115.5,105,0,0,0,0
Remaining,,,-47.55,-33.75,-21,7.5,8.63,7.5,15,16.5,15.75,17.25,49.5,52.5,165,150,157.5,150
Technical,TASK_T0415,Completed,33,31.5,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0890,Completed,115.5,110.25,105,105,120.75,105,105,115.5,110.25,120.75,115.5,105,0,0,0,0
Technical,TASK_T0210,Completed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0863,Completed,16.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0862,Completed,11.55,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0947,Completed,0,0,7.5,7.5,8.63,7.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,0,0,0,0,0,0
EMP_0175,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,141,68.92,94.88,195.38,211.5,82.5,0,0,0,0,0,0,0,0,0,0
Remaining,,,24,88.58,55.13,-45.38,-39,67.5,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0255,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,24.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,41.25,39.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,0,0,2.25,21.75,7.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0293,Completed,0,0,90,150,172.5,75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0852,Completed,0,0,0,12.38,15.38,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0233,Completed,24.75,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0530,Completed,0,0,0,11.25,16.13,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0874,Completed,14.63,13.88,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0855,Completed,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0037,Completed,24.75,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0096,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,120,132,126,138,132,126,132,120,0,0
Remaining,,,0,0,0,0,0,0,30,33,31.5,34.5,33,31.5,33,30,157.5,150
Technical,,Completed,165,0,30,30,34.5,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0690,Completed,0,0,120,120,138,120,120,132,126,138,132,126,132,120,0,0
EMP_0633,,,,,,,,,,,,,,,,,,
Contracted Hours,,,142.5,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,200.7,236.09,150,176.02,169.54,53.31,42,33,31.5,34.5,33,31.5,33,30,31.5,30
Remaining,,,-58.2,-78.59,0,-26.02,2.96,96.69,108,132,126,138,132,126,132,120,126,120
Technical,TASK_T0272,Completed,7.73,8.54,8.14,8.14,4.07,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0270,Completed,0,0,0.87,2.88,3.32,2.31,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,24,34.5,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0277,Completed,11.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0314,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0735,Completed,24.75,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0269,Completed,5.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0866,Completed,24.75,23.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0268,Completed,71.25,78.75,75,75,86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0241,Completed,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0406,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0276,Partial,0,12.6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0275,Partial,0,9.45,9,9,10.35,9,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0267,Partial,0,31.5,30,30,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0200,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,165,195,224.25,195,27,16.5,0,0,0,0,0,0,0,0
Remaining,,,0,0,-15,-45,-51.75,-45,123,148.5,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0172,Completed,0,0,0,30,34.5,30,12,0,0,0,0,0,0,0,0,0
