DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
Contracted Hours,,,165,157.5,150,142.5,0,0,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,165,157.5,225,217.5,86.25,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,-75,-75,-86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0540,Completed,82.5,78.75,75,75,86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0933,Completed,82.5,78.75,150,142.5,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0493,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,7.5,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,7.5,0,0,0,0,0,0,0,0,0,0
EMP_0696,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,160,160,64,0,0,0,0,0,0,0,0
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,176,168,160,160,184,160,160,64,0,0,0,0,0,0,0,0
EMP_0517,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,82.35,42.52,19.05,72,87.97,62.25,24,24.75,23.63,25.88,24.75,23.63,24.75,22.5,23.63,22.5
Remaining,,,82.65,114.97,130.95,78,84.53,87.75,126,140.25,133.88,146.63,140.25,133.88,140.25,127.5,133.88,127.5
Technical,TASK_T0506,Completed,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0859,Completed,24.75,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0507,Completed,0,0,6.75,45,51.75,38.25,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0728,Completed,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0520,Completed,1.27,1.57,1.5,1.5,1.73,1.5,1.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0504,Completed,0,3.38,7.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,18,25.88,22.5,22.5,24.75,23.63,25.88,24.75,23.63,24.75,22.5,23.63,22.5
Technical,TASK_T0392,Completed,18.15,17.32,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0051,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,172.5,142.5,142.5,163.87,146.25,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,48.61,38.51,78.92,60.05,40.6,3.72,0,0,0,0,0,0,0,0,0,0
Remaining,,,116.39,133.99,63.58,82.45,123.28,142.53,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0556,Completed,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0063,Completed,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0778,Completed,8,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0869,Completed,16,16,14.78,1.22,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0559,Completed,0,6.62,10.19,10.19,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0245,Completed,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0285,Completed,0,0,22.42,22.4,25.76,3.72,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0974,Completed,0,0,19.78,19.78,14.84,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0744,Completed,2.94,12.33,11.75,6.46,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0069,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,99,133.5,58.5,75,86.25,61.5,45,49.5,47.25,51.75,0,0,0,0,0,0
Remaining,,,66,24,91.5,75,86.25,88.5,105,115.5,110.25,120.75,165,157.5,165,150,157.5,150
Technical,TASK_T0937,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,58.5,45,45,51.75,45,45,49.5,47.25,51.75,0,0,0,0,0,0
Technical,TASK_T0891,Completed,16.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0901,Completed,16.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0053,Completed,0,0,13.5,30,34.5,16.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0899,Partial,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0573,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,58.5,45,45,51.75,45,45,49.5,47.25,51.75,0,0,0,0,0,0
Remaining,,,165,99,105,105,120.75,105,105,115.5,110.25,120.75,165,157.5,165,150,157.5,150
Technical,TASK_T0151,Completed,0,58.5,45,45,51.75,45,45,49.5,47.25,51.75,0,0,0,0,0,0
EMP_0399,,,,,,,,,,,,,,,,,,
Contracted Hours,,,135,105,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,138.75,112.48,157.48,160,183.5,157.48,157.48,165,165,165,157.48,157.48,157.48,157.48,157.48,157.48
Remaining,,,-3.75,-7.48,-7.48,-10,-11,-7.48,-7.48,0,-7.5,7.5,7.52,0.02,7.52,-7.48,0.02,-7.48
Technical,TASK_T0436,Completed,135,105,150,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0686,Completed,0,7.48,7.48,10,11,7.48,7.48,15,15,15,7.48,7.48,7.48,7.48,7.48,7.48
Technical,TASK_T0109,Completed,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0641,Partial,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,150
EMP_0211,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,149.25,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0506,Completed,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0331,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,38.6,64.05,44.66,36.06,12.6,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,126.4,93.45,105.34,113.94,159.9,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0041,Completed,5.86,13.67,13.02,8.46,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0035,Completed,15.01,14.33,13.65,9.6,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0285,Completed,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0168,Completed,0,7.2,18,18,12.6,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0236,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0047,Completed,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0974,Completed,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0203,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,196.5,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,-31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0506,Completed,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0299,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0796,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,206.25,235.88,195,135,155.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
Remaining,,,-41.25,-78.38,-45,15,17.25,135,135,148.5,141.75,155.25,148.5,141.75,148.5,135,141.75,135
Technical,TASK_T0727,Completed,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0892,Completed,82.5,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,0,0,0,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
Technical,TASK_T0048,Completed,66,63,60,60,69,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0809,Completed,0,39,60,60,69,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0911,Completed,57.75,55.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0343,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0228,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0455,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0228,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0562,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,115.16,168.24,130.52,113.43,146.63,151.88,210.9,224.93,176.5,193.2,0,0,0,45,47.25,45
Remaining,,,49.84,-10.74,19.48,36.57,25.87,-1.88,-60.9,-59.93,-19,-20.7,165,157.5,165,105,110.25,105
Technical,TASK_T0206,Completed,7.13,7.88,7.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0150,Completed,0,75.6,36,36,62.1,81,153,168.3,160.65,175.95,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,0,0,30,30,33,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,0,15,15,17.25,15,15,16.5,15.75,17.25,0,0,0,0,0,0
Technical,TASK_T0201,Completed,2.29,8,7.62,6.1,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0205,Completed,0,0,1.14,7.62,8.63,6.38,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0566,Completed,13.08,12.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0468,Completed,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0964,Completed,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0042,Completed,4.81,14.44,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,34.65,33.08,31.5,31.5,36.23,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0869,Completed,0,0,7.56,9.12,8.63,7.5,7.5,7.13,0.1,0,0,0,0,0,0,0
Technical,TASK_T0467,Completed,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0465,Completed,16.41,15.67,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0279,Completed,0,0,0,6.6,13.8,12,5.4,0,0,0,0,0,0,0,0,0
Technical,TASK_T0199,Completed,7.65,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0278,Completed,15.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0156,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47.25,45
EMP_0654,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,141.33,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0926,Completed,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0382,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,54.11,139.95,120.29,80.1,20.82,1.88,0,0,0,0,0,0,0,0,0,0
Remaining,,,110.89,17.55,29.71,69.9,151.68,148.13,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0252,Completed,0,0,1.5,2.5,2.88,1.13,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0998,Completed,5.71,8,7.62,2.67,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0828,Completed,8.7,45.67,43.5,39.15,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0811,Completed,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0134,Completed,8.12,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0244,Completed,5.77,5.51,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0793,Completed,0,12.8,16,16,7.2,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0887,Completed,0,24.07,22.93,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0253,Completed,1.78,5.33,5.08,3.81,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0261,Completed,4.14,0.51,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0251,Completed,3.1,5.42,5.16,2.32,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0882,Completed,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0254,Completed,5.11,3.22,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0974,Completed,0,3.15,10.5,10.5,7.88,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0162,Completed,0,0,1.88,2.5,2.88,0.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0703,Completed,8.77,8.37,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0402,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,8,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,176,168,160,160,184,8,0,0,0,0,0,0,0,0,0,0
EMP_0213,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,177,173.25,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,-12,-15.75,135,135,155.25,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0549,Completed,12,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0737,Completed,165,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0574,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,112.51,142.51,158.26,142.5,142.5,156,149.25,42,40.5,39,55.5,30,31.5,30
Remaining,,,0,0,37.49,7.49,14.24,7.5,7.5,9,8.25,130.5,124.5,118.5,109.5,120,126,120
Technical,TASK_T0187,Completed,0,0,15,15,15,7.5,7.5,7.5,7.5,7.5,7.5,7.5,22.5,0,0,0
Technical,TASK_T0516,Completed,0,0,75,75,86.25,75,75,82.5,78.75,0,0,0,0,0,0,0
Technical,TASK_T0194,Completed,0,0,0,30,34.5,30,30,33,31.5,0,0,0,0,0,0,0
Technical,TASK_T0969,Completed,165,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0184,Completed,0,0,7.51,7.51,7.51,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0189,Completed,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0193,Partial,0,0,0,0,0,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
EMP_0155,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,41.74,44.6,33,12,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,123.26,112.9,117,138,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0522,Completed,15,15.75,15,1.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0423,Completed,6,15.75,15,10.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0255,Completed,20.74,13.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0122,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0280,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,482.49,625.03,207.86,200.36,200.1,136.2,0,0,0,0,0,0,0,0,0,0
Remaining,,,-317.49,-467.53,-57.86,-50.36,-27.6,13.8,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0754,Completed,4.24,4.05,3.86,3.86,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0115,Completed,165,157.5,150,142.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0528,Completed,0,35.1,54,54,62.1,16.2,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0576,Completed,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0404,Completed,107.25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0573,Completed,165,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0116,Completed,0,0,0,0,138,120,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0555,Completed,24.5,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0508,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,95.52,91.17,4.33,4.33,4.98,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,69.48,66.33,145.67,145.67,167.52,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0543,Completed,4.77,4.55,4.33,4.33,4.98,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0218,Completed,8.25,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0956,Completed,82.5,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0611,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,9.75,15,15,6.75,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,147.75,135,135,165.75,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0016,Completed,0,9.75,15,15,6.75,0,0,0,0,0,0,0,0,0,0,0
EMP_0065,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,57.75,55.13,57,123,150.07,113.4,112.5,123.75,78.75,0,0,0,0,0,0,0
Remaining,,,107.25,102.38,93,27,22.43,36.6,37.5,41.25,78.75,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0229,Completed,0,0,18,18,20.7,0.9,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0877,Completed,16.5,15.75,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0840,Completed,41.25,39.38,37.5,37.5,43.13,37.5,37.5,41.25,0,0,0,0,0,0,0,0
Technical,TASK_T0896,Completed,0,0,0,67.5,86.25,75,75,82.5,78.75,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,204.3,132.38,135,142.5,163.88,105,105,99,78.75,0,0,0,0,0,70.88,67.5
Remaining,,,-39.3,25.13,15,7.5,8.63,45,45,66,78.75,172.5,165,157.5,165,150,86.63,82.5
Technical,TASK_T0992,Completed,99,63,60,60,69,75,75,82.5,63,0,0,0,0,0,0,0
Technical,TASK_T0508,Completed,49.5,7.88,7.5,15,17.25,15,15,0,0,0,0,0,0,0,0,0
Technical,TASK_T0557,Completed,11.55,7.88,7.5,7.5,8.63,7.5,7.5,8.25,7.88,0,0,0,0,0,0,0
Technical,TASK_T0780,Completed,0,0,0,45,51.75,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0979,Completed,11.25,7.88,15,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.88,67.5
Technical,TASK_T0855,Completed,24.75,7.88,15,7.5,8.63,7.5,7.5,8.25,7.88,0,0,0,0,0,0,0
Technical,TASK_T0737,Completed,8.25,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0235,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,97.5,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,0,0,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,135,135,155.25,97.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0224,Completed,0,0,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0296,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,164.25,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0.75,22.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0506,Completed,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0197,Completed,148.5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0389,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,140.25,133.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,24.75,23.63,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0747,Completed,140.25,133.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0765,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,159,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0506,Completed,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0300,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,161.55,4.5,4.5,3.15,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,-4.05,145.5,145.5,169.35,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0400,Completed,0,4.05,4.5,4.5,3.15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0956,Completed,165,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0759,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,316.28,262.53,250.03,250.03,196.11,170.53,170.53,176.29,157.5,0,0,0,0,0,0,0
Remaining,,,-151.28,-105.03,-100.03,-100.03,-23.61,-20.53,-20.53,-11.29,0,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0847,Completed,22.58,21.55,20.53,20.53,23.61,20.53,20.53,11.29,0,0,0,0,0,0,0,0
Technical,TASK_T0484,Completed,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0854,Completed,87.45,83.47,79.5,79.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0849,Completed,165,157.5,150,150,172.5,150,150,165,157.5,0,0,0,0,0,0,0
EMP_0416,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,135,157.5,142.5,142.5,82.5,112.5,172.5,165,150,157.5,150,157.5,150
Allocated Hours,,,144.12,138.35,154.5,154.5,160.42,102,117,148.5,151.2,165.6,158.4,151.2,158.4,144,151.2,108
Remaining,,,20.88,19.15,-4.5,-19.5,-2.92,40.5,25.5,-66,-38.7,6.9,6.6,-1.2,-0.9,6,6.3,42
Technical,TASK_T0992,Completed,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0696,Completed,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0294,Completed,16.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0154,Completed,0,64.8,72,72,82.8,72,117,148.5,151.2,165.6,158.4,151.2,158.4,144,151.2,108
Technical,TASK_T0880,Completed,24.75,23.63,22.5,30,34.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0920,Completed,0,0,22.5,15,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0701,Completed,16.23,10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0990,Completed,20.79,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0988,Completed,14.85,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0152,Completed,0,0,37.5,37.5,43.13,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0989,Completed,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0159,,,,,,,,,,,,,,,,,,
