DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
Technical,TASK_T0740,Completed,0,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0446,Completed,66,63,30,60,69,150,150,165,157.5,0,0,0,0,0,0,0
Technical,TASK_T0484,Completed,82.5,78.75,30,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0017,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,181.5,173.25,135,166.5,198.38,172.5,172.5,189.75,133.88,146.63,140.25,133.88,140.25,127.5,31.5,30
Remaining,,,-16.5,-15.75,15,-16.5,-25.88,-22.5,-22.5,-24.75,23.63,25.88,24.75,23.63,24.75,22.5,126,120
Technical,TASK_T0437,Completed,0,0,0,24,34.5,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0030,Completed,33,31.5,30,30,34.5,30,30,33,0,0,0,0,0,0,0,0
Technical,TASK_T0226,Completed,16.5,15.75,15,15,17.25,15,15,16.5,0,0,0,0,0,0,0,0
Technical,TASK_T0844,Completed,132,126,90,90,103.5,90,90,99,94.5,103.5,99,94.5,99,90,0,0
Technical,TASK_T0733,Completed,0,0,0,7.5,8.63,7.5,7.5,8.25,7.88,8.63,8.25,7.88,8.25,7.5,0,0
EMP_0362,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,148.5,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,16.5,157.5,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0046,Completed,0,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Technical,TASK_T0739,Completed,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0969,Completed,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0606,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,173.25,165.38,157.5,157.5,181.13,7.5,7.5,8.25,7.88,3.75,0,0,0,0,0,0
Remaining,,,-8.25,-7.88,-7.5,-7.5,-8.63,142.5,142.5,156.75,149.63,168.75,165,157.5,165,150,157.5,150
Technical,TASK_T0481,Completed,49.5,47.25,45,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,0,0,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0484,Completed,115.5,110.25,105,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0483,Partial,8.25,7.88,7.5,7.5,8.63,7.5,7.5,8.25,7.88,3.75,0,0,0,0,0,0
EMP_0175,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,141,68.92,94.88,195.38,211.5,82.5,0,0,0,0,0,0,0,0,0,0
Remaining,,,24,88.58,55.13,-45.38,-39,67.5,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0855,Completed,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,0,0,2.25,21.75,7.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0874,Completed,14.63,13.88,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,24.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0255,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0530,Completed,0,0,0,11.25,16.13,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0852,Completed,0,0,0,12.38,15.38,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0233,Completed,24.75,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0293,Completed,0,0,90,150,172.5,75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0037,Completed,24.75,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,41.25,39.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0096,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,120,132,126,138,132,126,132,120,0,0
Remaining,,,0,0,0,0,0,0,30,33,31.5,34.5,33,31.5,33,30,157.5,150
Technical,,Completed,165,0,30,30,34.5,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0690,Completed,0,0,120,120,138,120,120,132,126,138,132,126,132,120,0,0
Technical,TASK_T0740,Completed,0,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0633,,,,,,,,,,,,,,,,,,
Contracted Hours,,,142.5,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,200.7,236.09,150,176.02,169.54,53.31,42,33,31.5,34.5,33,31.5,33,30,31.5,30
Remaining,,,-58.2,-78.59,0,-26.02,2.96,96.69,108,132,126,138,132,126,132,120,126,120
Technical,TASK_T0437,Completed,0,0,0,24,34.5,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0735,Completed,24.75,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0406,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0270,Completed,0,0,0.87,2.88,3.32,2.31,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0272,Completed,7.73,8.54,8.14,8.14,4.07,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0277,Completed,11.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0268,Completed,71.25,78.75,75,75,86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0866,Completed,24.75,23.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0314,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0241,Completed,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0269,Completed,5.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0267,Partial,0,31.5,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0275,Partial,0,9.45,9,9,10.35,9,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0276,Partial,0,12.6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
EMP_0414,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,184.8,137.02,138,222,248.4,171,120,132,126,138,132,126,132,120,126,120
Remaining,,,-19.8,20.48,12,-72,-75.9,-21,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0846,Completed,33,31.5,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,96,138,120,120,132,126,138,132,126,132,120,126,120
Technical,TASK_T0503,Completed,23.1,45.67,51,51,58.65,51,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0850,Completed,49.5,47.25,45,45,51.75,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0196,Completed,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0297,Completed,13.2,12.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0270,,,,,,,,,,,,,,,,,,
Contracted Hours,,,90,157.5,150,150,172.5,150,150,165,157.5,172.5,165,37.5,0,0,0,0
Allocated Hours,,,90,157.5,111,139.2,182.85,159,79.8,66,63,69,66,15,0,0,0,0
Remaining,,,0,0,39,10.8,-10.35,-9,70.2,99,94.5,103.5,99,22.5,0,0,0,0
Technical,TASK_T0349,Completed,36,63,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,79.2,113.85,99,19.8,0,0,0,0,0,0,0,0,0
Technical,TASK_T0215,Completed,54,94.5,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0571,Completed,0,0,0,60,69,60,60,66,63,69,66,15,0,0,0,0
EMP_0297,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,142.5,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,198,171.75,125.63,145.5,172.5,135,171,75.75,63,69,51,47.25,49.5,45,47.25,45
Remaining,,,-33,-14.25,16.88,4.5,0,15,-21,89.25,94.5,103.5,114,110.25,115.5,105,110.25,105
Technical,TASK_T0121,Completed,0,6.75,7.13,13.5,17.25,15,15,9.75,0,0,0,0,0,0,0,0
Technical,TASK_T0127,Completed,0,0,0,12,17.25,15,15,16.5,15.75,17.25,1.5,0,0,0,0,0
Technical,TASK_T0069,Completed,82.5,78.75,75,75,86.25,75,75,0,0,0,0,0,0,0,0,0
Technical,TASK_T0176,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0179,Completed,33,31.5,28.5,30,34.5,30,30,0,0,0,0,0,0,0,0,0
Technical,TASK_T0093,Completed,66,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0101,Partial,0,0,0,0,0,0,36,49.5,47.25,51.75,49.5,47.25,49.5,45,47.25,45
EMP_0619,,,,,,,,,,,,,,,,,,
Contracted Hours,,,97.5,135,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,178.2,179.18,109.5,115.5,134.55,97.5,115.5,127.05,121.27,132.82,136.95,130.73,136.95,115.5,121.27,142.5
Remaining,,,-80.7,-44.18,40.5,34.5,37.95,52.5,34.5,37.95,36.23,39.68,28.05,26.77,28.05,34.5,36.23,7.5
Technical,TASK_T0437,Completed,0,0,0,6,8.63,7.5,7.5,8.25,7.88,8.63,8.25,7.88,8.25,7.5,7.88,7.5
Technical,TASK_T0934,Completed,82.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0032,Completed,41.25,39.38,37.5,37.5,43.13,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0160,Completed,0,64.8,72,72,82.8,90,108,118.8,113.4,124.2,128.7,122.85,128.7,108,113.4,135
Technical,TASK_T0573,Completed,54.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0591,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,147,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,142.5,46.5,51,150,186,150,0,0,0,0,0,0,0,0,0,0
Remaining,,,22.5,100.5,99,0,-13.5,0,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0255,Completed,0,27,30,30,13.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0018,Completed,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0263,Completed,0,0,0,6,8.63,7.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0196,Completed,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0318,Completed,0,0,0,114,163.88,142.5,0,0,0,0,0,0,0,0,0,0
EMP_0502,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,172.5,157.5,150,172.5,157.5,165,165,157.5,172.5,165,157.5,165,165,165,150
Allocated Hours,,,165,171,105,150,157.5,142.5,150,0,0,0,0,0,0,0,0,0
Remaining,,,0,1.5,52.5,0,15,15,15,165,157.5,172.5,165,157.5,165,165,165,150
Technical,TASK_T0548,Completed,132,72,75,75,71.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,33,31.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0972,Completed,0,0,0,75,86.25,142.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0019,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,189.75,157.5,151.36,271.59,312.33,9.09,0,0,0,0,0,0,0,0,0,0
Remaining,,,-24.75,0,-1.36,-121.59,-139.83,140.91,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0477,Completed,0,0,1.36,9.09,10.45,9.09,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0289,Completed,66,39.38,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,0,0,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0400,Completed,123.75,118.13,112.5,112.5,129.38,0,0,0,0,0,0,0,0,0,0,0
EMP_0712,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,162.75,212.63,150,270,345,300,300,330,315,345,330,157.5,165,150,157.5,150
Remaining,,,2.25,-55.13,0,-120,-172.5,-150,-150,-165,-157.5,-172.5,-165,0,0,0,0,0
Technical,TASK_T0973,Completed,33,31.5,45,82.5,94.88,90,90,99,94.5,103.5,99,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,120,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0174,Completed,22.5,39.38,7.5,15,17.25,15,15,16.5,15.75,17.25,16.5,0,0,0,0,0
Technical,TASK_T0997,Completed,33,15.75,30,45,51.75,45,45,49.5,47.25,51.75,49.5,0,0,0,0,0
Technical,TASK_T0393,Completed,33,31.5,7.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0396,Completed,41.25,94.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0146,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,267.87,326.34,376.08,461.92,464.37,397.86,389.3,41.25,39.38,43.13,41.25,39.38,41.25,37.5,39.38,37.5
Remaining,,,-102.87,-168.84,-226.08,-311.92,-291.87,-247.86,-239.3,123.75,118.13,129.38,123.75,118.13,123.75,112.5,118.13,112.5
Technical,TASK_T0874,Completed,7.35,11.03,10.5,10.5,12.07,10.5,10.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0284,Completed,13.2,12.6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0790,Completed,0,8.4,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0266,Completed,7.1,6.77,6.45,6.45,7.42,6.45,6.45,0,0,0,0,0,0,0,0,0
Technical,TASK_T0315,Completed,11.55,11.03,10.5,10.5,12.07,10.5,10.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0277,Completed,9.9,9.45,9,9,10.78,9.38,9.38,0,0,0,0,0,0,0,0,0
Technical,TASK_T0872,Completed,0,10.5,10.5,10.5,12.07,10.5,10.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0020,Completed,0,0,2.38,9.52,10.95,7.14,7.14,0,0,0,0,0,0,0,0,0
Technical,TASK_T0458,Completed,9.9,9.45,9,9,10.35,9,9,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,30,43.13,37.5,37.5,41.25,39.38,43.13,41.25,39.38,41.25,37.5,39.38,37.5
Technical,TASK_T0240,Completed,0,0,4.29,9.52,10.95,9.52,9.52,0,0,0,0,0,0,0,0,0
Technical,TASK_T0534,Completed,0,0,2.38,9.52,10.95,9.52,9.52,0,0,0,0,0,0,0,0,0
Technical,TASK_T0475,Completed,9.9,9.45,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Technical,,Completed,0,0,0,3.44,11.31,9.84,5.41,0,0,0,0,0,0,0,0,0
Technical,TASK_T0880,Completed,16.5,15.75,15,15,17.25,15,15,0,0,0,0,0,0,0,0,0
Technical,TASK_T0275,Completed,9.9,9.45,9,9,10.78,9.38,9.38,0,0,0,0,0,0,0,0,0
Technical,TASK_T0239,Completed,0,0,4.29,9.52,10.95,9.52,9.52,0,0,0,0,0,0,0,0,0
Technical,TASK_T0415,Completed,13.2,12.6,12,12,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0411,Completed,7.59,7.24,6.9,6.9,7.93,6.9,6.9,0,0,0,0,0,0,0,0,0
Technical,TASK_T0066,Completed,13.2,12.6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0237,Completed,0,0,4.29,9.52,10.95,9.52,9.52,0,0,0,0,0,0,0,0,0
Technical,TASK_T0269,Completed,4.55,4.34,4.14,4.14,4.76,4.14,4.14,0,0,0,0,0,0,0,0,0
Technical,TASK_T0283,Completed,9.9,12.6,12,12,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0267,Completed,9.9,9.45,9,9,10.35,9,9,0,0,0,0,0,0,0,0,0
Technical,TASK_T0249,Completed,0,0,5.63,9.38,10.78,9.38,9.38,0,0,0,0,0,0,0,0,0
Technical,TASK_T0272,Completed,4.55,4.34,4.13,4.13,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0276,Completed,9.9,9.45,9,9,10.78,9.38,9.38,0,0,0,0,0,0,0,0,0
Technical,TASK_T0273,Completed,0,5.9,9.84,9.84,11.31,9.84,9.84,0,0,0,0,0,0,0,0,0
Technical,TASK_T0274,Completed,0,0,8.44,9.38,10.78,9.38,9.38,0,0,0,0,0,0,0,0,0
Technical,TASK_T0271,Completed,0,0,5.63,9.38,10.78,9.38,9.38,0,0,0,0,0,0,0,0,0
Technical,TASK_T0980,Completed,8.25,12.6,12,12,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0260,Completed,1.04,0.99,0.94,0.94,1.08,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0688,Completed,13.2,12.6,12,12,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0932,Completed,2.14,9,8.57,8.57,9.86,8.57,8.57,0,0,0,0,0,0,0,0,0
Technical,TASK_T0789,Completed,13.2,12.6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0270,Completed,0,9.97,10.5,10.5,12.07,10.5,10.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0430,Completed,8.25,12.6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0568,Completed,0,3.15,10.5,10.5,12.07,10.5,10.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0725,Completed,0,0,4.05,9,10.35,9,9,0,0,0,0,0,0,0,0,0
Technical,TASK_T0575,Completed,0,5.85,9,9,10.35,9,9,0,0,0,0,0,0,0,0,0
Technical,TASK_T0238,Completed,0,6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0209,Completed,7.42,7.08,6.74,6.74,7.75,6.74,6.74,0,0,0,0,0,0,0,0,0
Technical,TASK_T0518,Completed,6.6,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0318,Completed,13.2,12.6,12,12,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0724,Completed,5.93,5.66,5.39,5.39,6.2,5.39,5.39,0,0,0,0,0,0,0,0,0
Technical,TASK_T0510,Completed,7.37,4.34,4.13,4.13,4.75,4.13,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0149,Completed,13.2,12.6,12,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0259,Completed,0,0,3,12,13.8,9.38,9.38,0,0,0,0,0,0,0,0,0
EMP_0201,,,,,,,,,,,,,,,,,,
Contracted Hours,,,127.5,127.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,14.02,14.02,16.5,112.5,156.97,120,120,132,126,138,132,126,132,120,126,120
Remaining,,,113.48,113.48,133.5,37.5,15.53,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0437,Completed,0,0,0,96,138,120,120,132,126,138,132,126,132,120,126,120
Technical,TASK_T0233,Completed,14.02,14.02,16.5,16.5,18.97,0,0,0,0,0,0,0,0,0,0,0
EMP_0037,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0226,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,67.5,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0963,Completed,165,157.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0713,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,315,157.5,150,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,-150,0,0,0,0,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0144,Completed,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,150,157.5,150,150,172.5,0,0,0,0,0,0,0,0,0,0,0
EMP_0303,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,67.5,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0963,Completed,165,157.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0256,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0.45,9,51.6,63.83,55.5,41.1,41.25,39.38,43.13,41.25,39.38,41.25,37.5,39.38,37.5
Remaining,,,165,157.05,141,98.4,108.67,94.5,108.9,123.75,118.13,129.38,123.75,118.13,123.75,112.5,118.13,112.5
Technical,TASK_T0437,Completed,0,0,0,30,43.13,37.5,37.5,41.25,39.38,43.13,41.25,39.38,41.25,37.5,39.38,37.5
Technical,TASK_T0442,Completed,0,0,0,12.6,20.7,18,3.6,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0.45,9,9,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0471,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,171,173.25,150,150,258.75,225,180,165,157.5,0,0,0,0,0,0,0
Remaining,,,-6,-15.75,0,0,-86.25,-75,-30,0,0,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0172,Completed,0,0,0,0,86.25,75,30,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,165,157.5,150,0,172.5,150,150,165,157.5,0,0,0,0,0,0,0
Technical,TASK_T0059,Completed,6,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0694,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,146.08,139.44,97.53,127.53,151.83,102.03,79.53,54.48,52,56.96,54.48,28.38,29.73,27.03,23.63,22.5
Remaining,,,18.92,18.06,52.47,22.47,20.67,47.97,70.47,110.52,105.5,115.54,110.52,129.12,135.27,122.97,133.88,127.5
Technical,TASK_T0886,Completed,0,0,7.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0161,Completed,41.25,39.38,27,30,34.5,30,30,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,18,25.88,22.5,22.5,24.75,23.63,25.88,24.75,23.63,24.75,22.5,23.63,22.5
Technical,TASK_T0290,Completed,53.65,51.21,10.5,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0756,Completed,4.95,4.72,18,22.5,25.88,22.5,22.5,24.75,23.63,25.88,24.75,0,0,0,0,0
Technical,TASK_T0025,Completed,33,31.5,22.5,22.5,25.88,22.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0733,Completed,4.98,4.75,4.53,4.53,5.21,4.53,4.53,4.98,4.75,5.21,4.98,4.75,4.98,4.53,0,0
Technical,TASK_T0870,Completed,8.25,7.88,7.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
EMP_0048,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,236.28,271.92,228.75,261.9,248.33,105,76.5,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Remaining,,,-71.28,-114.42,-78.75,-111.9,-75.83,45,73.5,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Technical,TASK_T0308,Completed,0,6,12,12,6.6,0,0,0,0,0,0,0,0,0,0,0
Technical,,Completed,11.03,11.03,10.5,1.65,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0569,Completed,10.15,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0442,Completed,0,0,0,5.25,8.63,7.5,1.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0294,Completed,0,11.47,13.5,13.5,3.37,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0879,Completed,99,94.5,45,45,51.75,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0011,Completed,8.25,7.88,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0701,Completed,16.5,15.75,15,7.5,17.25,15,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0848,Completed,2.25,15.75,22.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0010,Completed,16.5,23.63,15,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0913,Completed,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0988,Completed,0,11.47,13.5,13.5,2.7,0,0,0,0,0,0,0,0,0,0,0
Technical,,Completed,14.85,14.17,7.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
