Employee,Cost
EMP_1076,7.71497065
EMP_1077,13.07424216
EMP_1078,5.848103943
EMP_1079,13.00155201
EMP_1080,8.746742319
EMP_1081,5.450710168
EMP_1082,7.595735197
EMP_1083,5.072019591
EMP_1084,5.072019591
EMP_1085,9.034966147
EMP_1086,7.064260668
EMP_1087,5.864863447
EMP_1088,5.848103943
EMP_1089,14.79236358
EMP_1090,9.024729155
EMP_1091,14.61308375
EMP_1092,7.404007889
EMP_1093,14.79236358
EMP_1094,14.4036382
EMP_1095,11.75799412
EMP_1096,14.59491431
EMP_1097,5.09195065
EMP_1098,13.00155201
EMP_1099,13.10748609
EMP_1100,9.138376727
EMP_1101,5.864863447
EMP_1102,14.59491431
EMP_1103,14.79236358
EMP_1104,11.15450122
EMP_1105,14.78355332
EMP_1106,5.592189126
EMP_1107,7.266257001
EMP_1108,9.034966147
EMP_1109,5.450710168
EMP_1110,9.138376727
EMP_1111,14.74822519
EMP_1112,9.138376727
EMP_1113,10.11514073
EMP_1114,5.712403877
EMP_1115,14.78355332
EMP_1116,5.072019591
EMP_1117,7.887198264
EMP_1118,7.435543875
EMP_1119,13.10748609
EMP_1120,5.450710168
EMP_1121,7.887198264
EMP_1122,9.234806887
EMP_1123,7.595735197
EMP_1124,5.592189126
EMP_1125,13.00155201
EMP_1126,11.60855469
EMP_1127,5.864863447
EMP_1128,7.887198264
EMP_1129,5.848103943
EMP_1130,7.887198264
EMP_1131,14.78355332
EMP_1132,9.034966147
EMP_1133,5.450710168
EMP_1134,5.712403877
EMP_1135,14.59491431
EMP_1136,7.887198264
EMP_1137,10.34363574
EMP_1138,5.864863447
EMP_1139,5.072019591
EMP_1140,5.072019591
EMP_1141,14.74822519
EMP_1142,7.38832083
EMP_1143,5.09195065
EMP_1144,14.59491431
EMP_1145,7.595735197
EMP_1146,7.71497065
EMP_1147,5.864863447
EMP_1148,9.138376727
EMP_1149,8.746742319
EMP_1150,9.138376727
EMP_1151,5.09195065
EMP_1152,7.064260668
EMP_1153,9.234806887
EMP_1154,14.79236358
EMP_1155,7.064260668
EMP_1156,5.848103943
EMP_1157,7.71497065
EMP_1158,5.848103943
EMP_1159,7.887198264
EMP_1160,7.887198264
EMP_1161,7.435543875
EMP_1162,13.10748609
EMP_1163,6.076105172
EMP_1164,5.450710168
EMP_1165,7.38832083
EMP_1166,11.60855469
EMP_1167,7.435543875
EMP_1168,7.887198264
EMP_1169,10.34363574
EMP_1170,6.076105172
EMP_1171,14.79236358
EMP_1172,13.00155201
EMP_1173,9.034966147
EMP_1174,5.864863447
EMP_1175,9.234806887
EMP_1176,7.71497065
EMP_1177,10.34363574
EMP_1178,9.024729155
EMP_1179,14.74822519
EMP_1180,14.59491431
EMP_1181,14.59491431
EMP_1182,13.10748609
EMP_1183,8.746742319
EMP_1184,11.75799412
EMP_1185,11.15450122
EMP_1186,10.34363574
EMP_1187,11.60855469
EMP_1188,7.266257001
EMP_1189,11.15450122
EMP_1190,5.864863447
EMP_1191,7.404007889
EMP_1192,7.435543875
EMP_1193,14.59491431
EMP_1194,9.024729155
EMP_1195,9.138376727
EMP_1196,7.266257001
EMP_1197,7.887198264
EMP_1198,8.746742319
EMP_1199,14.79236358
EMP_1200,10.34363574
EMP_1201,10.11514073
EMP_1202,13.24699305
EMP_1203,9.024729155
EMP_1204,7.71497065
EMP_1205,7.595735197
EMP_1206,5.450710168
EMP_1207,7.064260668
EMP_1208,10.34363574
EMP_1209,14.74822519
EMP_1210,11.60855469
EMP_1211,13.07424216
EMP_1212,14.61308375
EMP_1213,9.034966147
EMP_1214,13.00155201
EMP_1215,7.71497065
EMP_1216,7.71497065
EMP_1217,11.60855469
EMP_1218,7.595735197
EMP_1219,5.848103943
EMP_1220,7.266257001
EMP_1221,13.00155201
EMP_1222,14.78355332
EMP_1223,5.09195065
EMP_1224,14.78355332
EMP_1225,13.24699305
EMP_1226,7.595735197
EMP_1227,10.11514073
EMP_1228,14.59491431
EMP_1229,13.10748609
EMP_1230,7.266257001
EMP_1231,14.74822519
EMP_1232,7.064260668
EMP_1233,5.712403877
EMP_1234,9.024729155
EMP_1235,7.266257001
EMP_1236,5.09195065
EMP_1237,13.10748609
EMP_1238,9.138376727
EMP_1239,6.076105172
EMP_1240,9.024729155
EMP_1241,11.60855469
EMP_1242,7.38832083
EMP_1243,5.712403877
EMP_1244,11.15450122
EMP_1245,7.435543875
EMP_1246,14.79236358
EMP_1247,14.61308375
EMP_1248,13.00155201
EMP_1249,5.592189126
EMP_1250,7.064260668
EMP_1251,13.10748609
EMP_1252,11.75799412
EMP_1253,7.71497065
EMP_1254,7.404007889
EMP_1255,14.74822519
EMP_1256,5.848103943
EMP_1257,7.064260668
EMP_1258,11.60855469
EMP_1259,5.592189126
EMP_1260,5.864863447
EMP_1261,13.24699305
EMP_1262,5.864863447
EMP_1263,5.848103943
EMP_1264,7.435543875
EMP_1265,13.00155201
EMP_1266,14.78355332
EMP_1267,10.34363574
EMP_1268,7.064260668
EMP_1269,5.072019591
EMP_1270,9.024729155
EMP_1271,6.076105172
EMP_1272,13.24699305
EMP_1273,7.435543875
EMP_1274,7.595735197
EMP_1275,9.138376727
EMP_1276,11.15450122
EMP_1277,7.404007889
EMP_1278,13.00155201
EMP_1279,9.138376727
EMP_1280,7.887198264
EMP_1281,7.887198264
EMP_1282,9.138376727
EMP_1283,7.71497065
EMP_1284,7.404007889
EMP_1285,11.15450122
EMP_1286,10.11514073
EMP_1287,7.595735197
EMP_1288,9.024729155
EMP_1289,11.60855469
EMP_1290,5.848103943
EMP_1291,11.75799412
EMP_1292,9.034966147
EMP_1293,9.138376727
EMP_1294,8.746742319
EMP_1295,13.07424216
EMP_1296,13.07424216
EMP_1297,9.234806887
EMP_1298,7.71497065
EMP_1299,5.450710168
EMP_1300,8.746742319
EMP_1301,6.076105172
EMP_1302,13.24699305
EMP_1303,9.034966147
EMP_1304,5.848103943
EMP_1305,7.435543875
EMP_1306,14.59491431
EMP_1307,14.4036382
EMP_1308,5.864863447
EMP_1309,5.592189126
EMP_1310,10.34363574
EMP_1311,9.138376727
EMP_1312,5.848103943
EMP_1313,7.064260668
EMP_1314,5.450710168
EMP_1315,14.74822519
EMP_1316,7.71497065
EMP_1317,11.60855469
EMP_1318,13.07424216
EMP_1319,9.024729155
EMP_1320,11.60855469
EMP_1321,11.60855469
EMP_1322,14.59491431
EMP_1323,11.60855469
EMP_1324,11.15450122
EMP_1325,5.864863447
EMP_1326,9.024729155
EMP_1327,14.79236358
EMP_1328,13.24699305
EMP_1329,14.74822519
EMP_1330,13.24699305
EMP_1331,5.072019591
EMP_1332,13.07424216
EMP_1333,7.404007889
EMP_1334,6.076105172
EMP_1335,7.404007889
EMP_1336,7.595735197
EMP_1337,7.435543875
EMP_1338,6.076105172
EMP_1339,11.60855469
EMP_1340,7.435543875
EMP_1341,11.75799412
EMP_1342,6.076105172
EMP_1343,11.60855469
EMP_1344,5.592189126
EMP_1345,6.076105172
EMP_1346,5.09195065
EMP_1347,14.78355332
EMP_1348,7.887198264
EMP_1349,7.38832083
EMP_1350,11.75799412
EMP_1351,6.076105172
EMP_1352,14.78355332
EMP_1353,13.10748609
EMP_1354,9.034966147
EMP_1355,10.34363574
EMP_1356,5.072019591
EMP_1357,5.712403877
EMP_1358,7.38832083
EMP_1359,9.234806887
EMP_1360,7.595735197
EMP_1361,13.10748609
EMP_1362,7.404007889
EMP_1363,5.450710168
EMP_1364,9.034966147
EMP_1365,14.79236358
EMP_1366,10.34363574
EMP_1367,5.592189126
EMP_1368,11.60855469
EMP_1369,5.450710168
EMP_1370,14.78355332
EMP_1371,9.138376727
EMP_1372,8.746742319
EMP_1373,7.71497065
EMP_1374,10.34363574
EMP_1375,13.24699305
EMP_1376,11.75799412
EMP_1377,7.38832083
EMP_1378,13.00155201
EMP_1379,10.11514073
EMP_1380,5.712403877
EMP_1381,14.78355332
EMP_1382,14.79236358
EMP_1383,5.864863447
EMP_1384,5.450710168
EMP_1385,7.266257001
EMP_1386,14.74822519
EMP_1387,13.10748609
EMP_1388,11.15450122
EMP_1389,7.887198264
EMP_1390,13.00155201
EMP_1391,14.4036382
EMP_1392,6.076105172
EMP_1393,7.435543875
EMP_1394,9.138376727
EMP_1395,13.07424216
EMP_1396,5.864863447
EMP_1397,5.712403877
EMP_1398,7.064260668
EMP_1399,13.00155201
EMP_1400,7.266257001
EMP_1401,6.076105172
EMP_1402,7.064260668
EMP_1403,9.234806887
EMP_1404,5.09195065
EMP_1405,13.00155201
EMP_1406,5.592189126
EMP_1407,14.79236358
EMP_1408,7.71497065
EMP_1409,11.75799412
EMP_1410,13.07424216
EMP_1411,10.11514073
EMP_1412,5.09195065
EMP_1413,14.4036382
EMP_1414,7.887198264
EMP_1415,6.076105172
EMP_1416,7.435543875
EMP_1417,5.848103943
EMP_1418,5.848103943
EMP_1419,9.034966147
EMP_1420,7.266257001
EMP_1421,5.592189126
EMP_1422,9.024729155
EMP_1423,14.4036382
EMP_1424,6.076105172
EMP_1425,10.34363574
EMP_1426,14.74822519
EMP_1427,14.61308375
EMP_1428,5.848103943
EMP_1429,10.34363574
EMP_1430,5.450710168
EMP_1431,5.072019591
EMP_1432,9.234806887
EMP_1433,14.79236358
EMP_1434,7.595735197
EMP_1435,13.00155201
EMP_1436,8.746742319
EMP_1437,9.024729155
EMP_1438,9.024729155
EMP_1439,13.10748609
EMP_1440,7.064260668
EMP_1441,13.24699305
EMP_1442,5.848103943
EMP_1443,6.076105172
EMP_1444,13.10748609
EMP_1445,6.076105172
EMP_1446,14.78355332
EMP_1447,9.138376727
EMP_1448,7.435543875
EMP_1449,7.435543875
EMP_1450,9.234806887
EMP_1451,13.07424216
EMP_1452,5.864863447
EMP_1453,10.11514073
EMP_1454,7.435543875
EMP_1455,14.78355332
EMP_1456,7.404007889
EMP_1457,5.592189126
EMP_1458,7.38832083
EMP_1459,11.60855469
EMP_1460,14.74822519
EMP_1461,10.11514073
EMP_1462,10.34363574
EMP_1463,5.712403877
EMP_1464,10.34363574
EMP_1465,5.09195065
EMP_1466,13.10748609
EMP_1467,5.09195065
EMP_1468,9.034966147
EMP_1469,7.404007889
EMP_1470,9.138376727
EMP_1471,5.592189126
EMP_1472,8.746742319
EMP_1473,13.10748609
EMP_1474,9.024729155
EMP_1475,7.887198264
EMP_1476,5.09195065
EMP_1477,13.07424216
EMP_1478,7.595735197
EMP_1479,5.712403877
EMP_1480,11.60855469
EMP_1481,13.07424216
EMP_1482,11.15450122
EMP_1483,11.75799412
EMP_1484,13.10748609
EMP_1485,13.07424216
EMP_1486,13.10748609
EMP_1487,14.4036382
EMP_1488,5.848103943
EMP_1489,7.595735197
EMP_1490,8.746742319
EMP_1491,7.38832083
EMP_1492,7.71497065
EMP_1493,14.74822519
EMP_1494,9.138376727
EMP_1495,7.404007889
EMP_1496,5.864863447
EMP_1497,13.07424216
EMP_1498,13.07424216
EMP_1499,13.24699305
EMP_1500,7.71497065
EMP_1501,9.138376727
EMP_1502,5.864863447
EMP_1503,9.138376727
EMP_1504,14.79236358
EMP_1505,9.234806887
EMP_1506,9.234806887
EMP_1507,14.61308375
EMP_1508,5.450710168
EMP_1509,9.024729155
EMP_1510,7.887198264
EMP_1511,7.064260668
EMP_1512,13.07424216
EMP_1513,10.34363574
EMP_1514,11.60855469
EMP_1515,9.024729155
EMP_1516,7.38832083
EMP_1517,14.59491431
EMP_1518,14.74822519
EMP_1519,13.10748609
EMP_1520,13.00155201
EMP_1521,7.266257001
EMP_1522,13.10748609
EMP_1523,9.024729155
EMP_1524,5.592189126
EMP_1525,13.24699305
EMP_1526,5.712403877
EMP_1527,7.887198264
EMP_1528,13.00155201
EMP_1529,14.4036382
EMP_1530,5.072019591
EMP_1531,5.072019591
EMP_1532,13.00155201
EMP_1533,7.887198264
EMP_1534,9.234806887
EMP_1535,6.076105172
EMP_1536,10.34363574
EMP_1537,7.887198264
EMP_1538,13.24699305
EMP_1539,5.712403877
EMP_1540,5.09195065
EMP_1541,11.15450122
EMP_1542,6.076105172
EMP_1543,14.78355332
EMP_1544,13.24699305
EMP_1545,10.34363574
EMP_1546,9.234806887
EMP_1547,13.07424216
EMP_1548,8.746742319
EMP_1549,7.064260668
EMP_1550,14.4036382
EMP_1551,7.064260668
EMP_1552,5.864863447
EMP_1553,14.61308375
EMP_1554,14.79236358
EMP_1555,7.887198264
EMP_1556,14.74822519
EMP_1557,7.064260668
EMP_1558,5.072019591
EMP_1559,11.60855469
EMP_1560,13.07424216
EMP_1561,7.266257001
EMP_1562,10.11514073
EMP_1563,5.592189126
EMP_1564,11.75799412
EMP_1565,9.024729155
EMP_1566,7.435543875
EMP_1567,5.072019591
EMP_1568,7.435543875
EMP_1569,14.61308375
EMP_1570,14.4036382
EMP_1571,13.07424216
EMP_1572,7.266257001
EMP_1573,5.864863447
EMP_1574,5.864863447
EMP_1575,5.09195065
EMP_1576,9.034966147
EMP_1577,11.75799412
EMP_1578,5.09195065
EMP_1579,9.034966147
EMP_1580,7.404007889
EMP_1581,9.034966147
EMP_1582,10.11514073
EMP_1583,5.712403877
EMP_1584,11.60855469
EMP_1585,7.595735197
EMP_1586,14.78355332
EMP_1587,5.864863447
EMP_1588,7.064260668
EMP_1589,7.404007889
EMP_1590,10.34363574
EMP_1591,13.00155201
EMP_1592,13.00155201
EMP_1593,9.138376727
EMP_1594,14.74822519
EMP_1595,5.072019591
EMP_1596,9.138376727
EMP_1597,13.10748609
EMP_1598,9.138376727
EMP_1599,14.78355332
EMP_1600,9.034966147
EMP_1601,14.79236358
EMP_1602,5.450710168
EMP_1603,9.034966147
EMP_1604,5.712403877
EMP_1605,9.024729155
EMP_1606,7.38832083
EMP_1607,10.11514073
EMP_1608,14.79236358
EMP_1609,14.74822519
EMP_1610,7.38832083
EMP_1611,14.4036382
EMP_1612,7.064260668
EMP_1613,7.38832083
EMP_1614,13.24699305
EMP_1615,5.848103943
EMP_1616,10.11514073
EMP_1617,14.78355332
EMP_1618,13.10748609
EMP_1619,9.234806887
EMP_1620,5.592189126
EMP_1621,14.78355332
EMP_1622,9.138376727
EMP_1623,14.59491431
EMP_1624,14.59491431
EMP_1625,14.79236358
EMP_1626,14.59491431
EMP_1627,8.746742319
EMP_1628,11.60855469
EMP_1629,13.24699305
EMP_1630,5.592189126
EMP_1631,10.11514073
EMP_1632,14.79236358
EMP_1633,7.404007889
EMP_1634,7.38832083
EMP_1635,14.61308375
EMP_1636,7.404007889
EMP_1637,14.78355332
EMP_1638,11.60855469
EMP_1639,11.60855469
EMP_1640,10.34363574
EMP_1641,11.75799412
EMP_1642,13.24699305
EMP_1643,9.234806887
EMP_1644,7.435543875
EMP_1645,7.71497065
EMP_1646,13.24699305
EMP_1647,14.61308375
EMP_1648,7.266257001
EMP_1649,6.076105172
EMP_1650,13.24699305
EMP_1651,5.592189126
EMP_1652,14.79236358
EMP_1653,7.71497065
EMP_1654,7.71497065
EMP_1655,14.78355332
EMP_1656,5.09195065
EMP_1657,7.38832083
EMP_1658,10.11514073
EMP_1659,7.71497065
EMP_1660,5.864863447
EMP_1661,5.864863447
EMP_1662,9.034966147
EMP_1663,7.064260668
EMP_1664,7.064260668
EMP_1665,5.450710168
EMP_1666,11.15450122
EMP_1667,13.00155201
EMP_1668,5.450710168
EMP_1669,5.864863447
EMP_1670,7.38832083
EMP_1671,7.404007889
EMP_1672,11.60855469
EMP_1673,6.076105172
EMP_1674,14.74822519
EMP_1675,5.072019591
EMP_1676,5.848103943
EMP_1677,5.848103943
EMP_1678,14.61308375
EMP_1679,5.09195065
EMP_1680,9.138376727
EMP_1681,5.864863447
EMP_1682,7.435543875
EMP_1683,14.4036382
EMP_1684,7.266257001
EMP_1685,13.07424216
EMP_1686,5.072019591
EMP_1687,13.10748609
EMP_1688,5.450710168
EMP_1689,7.38832083
EMP_1690,9.138376727
EMP_1691,5.450710168
EMP_1692,14.74822519
EMP_1693,13.07424216
EMP_1694,10.11514073
EMP_1695,14.78355332
EMP_1696,5.848103943
EMP_1697,10.11514073
EMP_1698,5.09195065
EMP_1699,7.887198264
EMP_1700,7.435543875
EMP_1701,9.034966147
EMP_1702,7.404007889
EMP_1703,14.74822519
EMP_1704,9.024729155
EMP_1705,9.024729155
EMP_1706,14.61308375
EMP_1707,14.4036382
EMP_1708,13.07424216
EMP_1709,5.072019591
EMP_1710,7.266257001
EMP_1711,7.595735197
EMP_1712,8.746742319
EMP_1713,7.266257001
EMP_1714,14.78355332
EMP_1715,14.79236358
EMP_1716,11.15450122
EMP_1717,13.10748609
EMP_1718,7.266257001
EMP_1719,14.59491431
EMP_1720,7.064260668
EMP_1721,7.38832083
EMP_1722,14.4036382
EMP_1723,8.746742319
EMP_1724,14.78355332
EMP_1725,6.076105172
EMP_1726,7.71497065
EMP_1727,5.450710168
EMP_1728,13.07424216
EMP_1729,5.848103943
EMP_1730,7.71497065
EMP_1731,8.746742319
EMP_1732,11.15450122
EMP_1733,7.38832083
EMP_1734,5.712403877
EMP_1735,7.887198264
EMP_1736,5.864863447
EMP_1737,7.064260668
EMP_1738,14.4036382
EMP_1739,11.60855469
EMP_1740,14.78355332
EMP_1741,7.887198264
EMP_1742,5.09195065
EMP_1743,14.79236358
EMP_1744,7.38832083
EMP_1745,11.15450122
EMP_1746,10.34363574
EMP_1747,9.234806887
EMP_1748,5.712403877
EMP_1749,5.848103943
EMP_1750,13.00155201
EMP_1751,11.15450122
EMP_1752,11.75799412
EMP_1753,6.076105172
EMP_1754,5.072019591
EMP_1755,14.78355332
EMP_1756,7.266257001
EMP_1757,7.595735197
EMP_1758,7.404007889
EMP_1759,11.60855469
EMP_1760,5.848103943
EMP_1761,7.266257001
EMP_1762,11.60855469
EMP_1763,10.11514073
EMP_1764,13.00155201
EMP_1765,6.076105172
EMP_1766,14.79236358
EMP_1767,14.4036382
EMP_1768,7.064260668
EMP_1769,11.60855469
EMP_1770,10.11514073
EMP_1771,5.864863447
EMP_1772,7.887198264
EMP_1773,10.11514073
EMP_1774,9.024729155
EMP_1775,13.07424216
EMP_1776,13.07424216
EMP_1777,7.435543875
EMP_1778,14.74822519
EMP_1779,13.00155201
EMP_1780,5.848103943
EMP_1781,7.266257001
EMP_1782,5.072019591
EMP_1783,11.60855469
EMP_1784,7.887198264
EMP_1785,7.595735197
EMP_1786,9.234806887
EMP_1787,5.09195065
EMP_1788,5.712403877
EMP_1789,5.072019591
EMP_1790,14.4036382
EMP_1791,5.592189126
EMP_1792,7.435543875
EMP_1793,14.74822519
EMP_1794,14.59491431
EMP_1795,9.234806887
EMP_1796,9.034966147
EMP_1797,13.24699305
EMP_1798,5.072019591
EMP_1799,14.78355332
EMP_1800,7.71497065
EMP_1801,13.00155201
EMP_1802,7.595735197
EMP_1803,7.71497065
EMP_1804,5.864863447
EMP_1805,9.138376727
EMP_1806,11.75799412
EMP_1807,5.072019591
EMP_1808,7.266257001
EMP_1809,7.38832083
EMP_1810,5.09195065
EMP_1811,13.24699305
EMP_1812,14.78355332
EMP_1813,9.234806887
EMP_1814,11.60855469
EMP_1815,7.404007889
EMP_1816,11.15450122
EMP_1817,9.034966147
EMP_1818,7.435543875
EMP_1819,5.712403877
EMP_1820,10.34363574
EMP_1821,6.076105172
EMP_1822,10.34363574
EMP_1823,9.234806887
EMP_1824,6.076105172
EMP_1825,5.712403877
EMP_1826,13.10748609
EMP_1827,5.09195065
EMP_1828,13.24699305
EMP_1829,14.61308375
EMP_1830,9.138376727
EMP_1831,14.79236358
EMP_1832,13.07424216
EMP_1833,5.09195065
EMP_1834,14.78355332
EMP_1835,13.00155201
EMP_1836,9.138376727
EMP_1837,5.450710168
EMP_1838,10.11514073
EMP_1839,14.61308375
EMP_1840,7.266257001
EMP_1841,14.74822519
EMP_1842,6.076105172
EMP_1843,10.11514073
EMP_1844,8.746742319
EMP_1845,14.4036382
EMP_1846,8.746742319
EMP_1847,7.266257001
EMP_1848,14.59491431
EMP_1849,14.78355332
EMP_1850,6.076105172
EMP_1851,5.450710168
EMP_1852,5.592189126
EMP_1853,7.71497065
EMP_1854,7.435543875
EMP_1855,14.59491431
EMP_1856,14.61308375
EMP_1857,11.15450122
EMP_1858,5.450710168
EMP_1859,14.59491431
EMP_1860,14.61308375
EMP_1861,7.71497065
EMP_1862,14.4036382
EMP_1863,5.450710168
EMP_1864,9.034966147
EMP_1865,7.404007889
EMP_1866,14.61308375
EMP_1867,7.595735197
EMP_1868,5.712403877
EMP_1869,8.746742319
EMP_1870,7.595735197
EMP_1871,14.79236358
EMP_1872,7.887198264
EMP_1873,14.61308375
EMP_1874,6.076105172
EMP_1875,7.887198264
EMP_1876,5.450710168
EMP_1877,7.064260668
EMP_1878,10.34363574
EMP_1879,10.11514073
EMP_1880,7.887198264
EMP_1881,11.60855469
EMP_1882,8.746742319
EMP_1883,5.712403877
EMP_1884,7.38832083
EMP_1885,14.61308375
EMP_1886,13.07424216
EMP_1887,14.79236358
EMP_1888,11.60855469
EMP_1889,5.848103943
EMP_1890,7.71497065
EMP_1891,5.09195065
EMP_1892,7.266257001
EMP_1893,10.11514073
EMP_1894,5.712403877
EMP_1895,5.450710168
EMP_1896,5.072019591
EMP_1897,13.10748609
EMP_1898,5.592189126
EMP_1899,14.4036382
EMP_1900,13.10748609
EMP_1901,9.138376727
EMP_1902,5.592189126
EMP_1903,5.09195065
EMP_1904,5.072019591
EMP_1905,14.61308375
EMP_1906,5.712403877
EMP_1907,5.864863447
EMP_1908,14.78355332
EMP_1909,14.59491431
EMP_1910,7.38832083
EMP_1911,10.11514073
EMP_1912,6.076105172
EMP_1913,11.60855469
EMP_1914,14.78355332
EMP_1915,7.435543875
EMP_1916,7.404007889
EMP_1917,7.404007889
EMP_1918,10.34363574
EMP_1919,5.592189126
EMP_1920,14.78355332
EMP_1921,5.072019591
EMP_1922,7.71497065
EMP_1923,9.024729155
EMP_1924,14.59491431
EMP_1925,10.34363574
EMP_1926,7.064260668
EMP_1927,5.712403877
EMP_1928,10.34363574
EMP_1929,11.15450122
EMP_1930,7.71497065
EMP_1931,5.09195065
EMP_1932,13.07424216
EMP_1933,6.076105172
EMP_1934,6.076105172
EMP_1935,14.4036382
EMP_1936,9.138376727
EMP_1937,7.064260668
EMP_1938,7.887198264
EMP_1939,5.864863447
EMP_1940,13.07424216
EMP_1941,13.07424216
EMP_1942,5.09195065
EMP_1943,13.10748609
EMP_1944,14.61308375
EMP_1945,14.78355332
EMP_1946,14.4036382
EMP_1947,5.864863447
EMP_1948,14.4036382
EMP_1949,5.592189126
EMP_1950,7.887198264
EMP_1951,11.75799412
EMP_1952,7.064260668
EMP_1953,9.138376727
EMP_1954,14.74822519
EMP_1955,14.79236358
EMP_1956,14.79236358
EMP_1957,7.064260668
EMP_1958,5.450710168
EMP_1959,7.887198264
EMP_1960,7.266257001
EMP_1961,9.138376727
EMP_1962,11.15450122
EMP_1963,5.072019591
EMP_1964,10.11514073
EMP_1965,6.076105172
EMP_1966,6.076105172
EMP_1967,5.450710168
EMP_1968,13.07424216
EMP_1969,9.234806887
EMP_1970,11.15450122
EMP_1971,5.450710168
EMP_1972,9.138376727
EMP_1973,13.07424216
EMP_1974,11.60855469
EMP_1975,7.595735197
EMP_1976,7.266257001
EMP_1977,5.09195065
EMP_1978,5.864863447
EMP_1979,7.064260668
EMP_1980,7.595735197
EMP_1981,14.4036382
EMP_1982,14.79236358
EMP_1983,5.864863447
EMP_1984,7.887198264
EMP_1985,11.75799412
EMP_1986,13.07424216
EMP_1987,14.59491431
EMP_1988,7.266257001
EMP_1989,5.712403877
EMP_1990,13.24699305
EMP_1991,14.4036382
EMP_1992,5.592189126
EMP_1993,6.076105172
EMP_1994,13.00155201
EMP_1995,14.61308375
EMP_1996,14.61308375
EMP_1997,14.74822519
EMP_1998,5.072019591
EMP_1999,5.864863447
EMP_2000,7.435543875
EMP_2001,14.74822519
EMP_2002,13.24699305
EMP_2003,7.71497065
EMP_2004,5.864863447
EMP_2005,5.072019591
EMP_2006,13.24699305
EMP_2007,5.450710168
EMP_2008,9.234806887
EMP_2009,7.887198264
EMP_2010,5.848103943
EMP_2011,7.887198264
EMP_2012,13.00155201
EMP_2013,10.34363574
EMP_2014,11.75799412
EMP_2015,13.07424216
EMP_2016,5.450710168
EMP_2017,11.75799412
EMP_2018,9.034966147
EMP_2019,13.07424216
EMP_2020,7.38832083
EMP_2021,11.15450122
EMP_2022,5.864863447
EMP_2023,13.10748609
EMP_2024,5.592189126
EMP_2025,14.78355332
EMP_2026,5.450710168
EMP_2027,6.076105172
EMP_2028,10.11514073
EMP_2029,5.712403877
EMP_2030,7.404007889
EMP_2031,14.79236358
EMP_2032,11.15450122
EMP_2033,13.10748609
EMP_2034,10.11514073
EMP_2035,14.61308375
EMP_2036,5.864863447
EMP_2037,8.746742319
EMP_2038,5.848103943
EMP_2039,5.09195065
EMP_2040,7.435543875
EMP_2041,5.09195065
EMP_2042,7.595735197
EMP_2043,7.404007889
EMP_2044,6.076105172
EMP_2045,5.450710168
EMP_2046,5.592189126
EMP_2047,11.60855469
EMP_2048,14.74822519
EMP_2049,7.887198264
EMP_2050,5.072019591
EMP_2051,14.74822519
EMP_2052,9.024729155
EMP_2053,5.864863447
EMP_2054,5.712403877
EMP_2055,14.74822519
EMP_2056,8.746742319
EMP_2057,7.595735197
EMP_2058,11.75799412
EMP_2059,11.75799412
EMP_2060,7.887198264
EMP_2061,5.864863447
EMP_2062,5.712403877
EMP_2063,5.450710168
EMP_2064,13.07424216
EMP_2065,13.00155201
EMP_2066,7.71497065
EMP_2067,5.848103943
EMP_2068,14.78355332
EMP_2069,5.072019591
EMP_2070,8.746742319
EMP_2071,7.266257001
EMP_2072,7.435543875
EMP_2073,13.10748609
EMP_2074,14.4036382
EMP_2075,5.864863447
EMP_2076,13.07424216
EMP_2077,13.24699305
EMP_2078,7.064260668
EMP_2079,5.712403877
EMP_2080,8.746742319
EMP_2081,11.15450122
EMP_2082,7.064260668
EMP_2083,5.450710168
EMP_2084,7.064260668
EMP_2085,5.592189126
EMP_2086,10.11514073
EMP_2087,13.10748609
EMP_2088,7.887198264
EMP_2089,13.10748609
EMP_2090,8.746742319
EMP_2091,9.138376727
EMP_2092,9.138376727
EMP_2093,11.75799412
EMP_2094,10.34363574
EMP_2095,14.59491431
EMP_2096,5.712403877
EMP_2097,9.234806887
EMP_2098,7.71497065
EMP_2099,14.61308375
EMP_2100,11.75799412
EMP_2101,10.34363574
EMP_2102,5.592189126
EMP_2103,11.15450122
EMP_2104,10.34363574
EMP_2105,7.595735197
EMP_2106,9.138376727
EMP_2107,14.78355332
EMP_2108,7.064260668
EMP_2109,7.71497065
EMP_2110,9.034966147
EMP_2111,14.79236358
EMP_2112,5.712403877
EMP_2113,14.4036382
EMP_2114,14.78355332
EMP_2115,13.10748609
EMP_2116,7.71497065
EMP_2117,11.60855469
EMP_2118,7.595735197
EMP_2119,6.076105172
EMP_2120,11.15450122
EMP_2121,5.450710168
EMP_2122,7.266257001
EMP_2123,9.034966147
EMP_2124,13.07424216
EMP_2125,11.75799412
EMP_2126,13.00155201
EMP_2127,13.10748609
EMP_2128,10.34363574
EMP_2129,13.10748609
EMP_2130,11.75799412
EMP_2131,14.74822519
EMP_2132,7.38832083
EMP_2133,7.404007889
EMP_2134,7.266257001
EMP_2135,9.138376727
EMP_2136,14.79236358
EMP_2137,7.595735197
EMP_2138,13.10748609
EMP_2139,7.38832083
EMP_2140,13.24699305
EMP_2141,7.71497065
EMP_2142,7.064260668
EMP_2143,11.60855469
EMP_2144,13.24699305
EMP_2145,14.74822519
EMP_2146,5.072019591
EMP_2147,9.034966147
EMP_2148,7.71497065
EMP_2149,7.595735197
EMP_2150,9.138376727
EMP_2151,14.78355332
