DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
Technical,TASK_T0168,Completed,0,7.2,18,18,12.6,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0047,Completed,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0285,Completed,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0236,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0617,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,255,150,172.5,150,150,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,-105,0,0,0,0,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0890,Completed,165,157.5,150,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0349,Completed,0,0,0,142.5,172.5,150,150,0,0,0,0,0,0,0,0,0
Technical,TASK_T0380,Completed,0,0,105,7.5,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0079,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,41.96,37.59,261.22,291.22,83.31,45,45,49.5,47.25,51.75,49.5,47.25,49.5,45,0,0
Remaining,,,123.04,119.91,-111.22,-141.22,89.19,105,105,115.5,110.25,120.75,115.5,110.25,115.5,105,157.5,150
Technical,TASK_T0195,Completed,4.67,6.53,75,75,7.16,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0194,Completed,4.67,6.53,6.22,6.22,7.16,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0902,Completed,21.38,8.78,75,75,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0185,Completed,11.25,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0895,Completed,0,0,45,75,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0889,Completed,0,0,45,45,51.75,45,45,49.5,47.25,51.75,49.5,47.25,49.5,45,0,0
EMP_0498,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,113.45,120.15,142.4,166.92,115.24,130.89,48.05,52.85,50.45,55.25,52.85,0,0,0,0,0
Remaining,,,51.55,37.35,7.6,-16.92,57.26,19.11,101.95,112.15,107.05,117.25,112.15,157.5,165,150,157.5,150
Technical,TASK_T0499,Completed,16.5,15.75,0,0,0,48.05,48.05,52.85,50.45,55.25,52.85,0,0,0,0,0
Technical,TASK_T0495,Completed,3.86,3.68,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0486,Completed,0,0,19.5,19.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0947,Completed,0,0,30,30,66,67,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0487,Completed,0,0,0,26.98,31.02,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0494,Completed,0,5.7,6.34,6.34,7.29,6.34,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0778,Completed,7.14,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0488,Completed,11.41,10.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0561,Completed,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0500,Completed,19.96,19.06,51,51,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0492,Completed,0,8.55,9.5,9.5,10.93,9.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0429,Completed,10.83,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0311,Completed,0,24.79,23.61,23.61,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0497,Completed,16.25,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0236,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0503,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,272.25,212.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,-107.25,-55.13,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0888,Completed,123.75,118.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0893,Completed,148.5,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0796,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,206.25,235.88,195,135,155.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
Remaining,,,-41.25,-78.38,-45,15,17.25,135,135,148.5,141.75,155.25,148.5,141.75,148.5,135,141.75,135
Technical,TASK_T0911,Completed,57.75,55.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0048,Completed,66,63,60,60,69,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0892,Completed,82.5,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,0,0,0,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
Technical,TASK_T0809,Completed,0,39,60,60,69,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0727,Completed,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0562,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,115.16,168.24,130.52,113.43,146.63,151.88,210.9,224.93,176.5,193.2,0,0,0,45,47.25,45
Remaining,,,49.84,-10.74,19.48,36.57,25.87,-1.88,-60.9,-59.93,-19,-20.7,165,157.5,165,105,110.25,105
Technical,TASK_T0516,Completed,0,0,0,0,0,30,30,33,0,0,0,0,0,0,0,0
Technical,TASK_T0869,Completed,0,0,7.56,9.12,8.63,7.5,7.5,7.13,0.1,0,0,0,0,0,0,0
Technical,TASK_T0566,Completed,13.08,12.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0964,Completed,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0150,Completed,0,75.6,36,36,62.1,81,153,168.3,160.65,175.95,0,0,0,0,0,0
Technical,TASK_T0206,Completed,7.13,7.88,7.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0205,Completed,0,0,1.14,7.62,8.63,6.38,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,34.65,33.08,31.5,31.5,36.23,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0467,Completed,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0468,Completed,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0465,Completed,16.41,15.67,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0279,Completed,0,0,0,6.6,13.8,12,5.4,0,0,0,0,0,0,0,0,0
Technical,TASK_T0201,Completed,2.29,8,7.62,6.1,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0199,Completed,7.65,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0278,Completed,15.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,0,15,15,17.25,15,15,16.5,15.75,17.25,0,0,0,0,0,0
Technical,TASK_T0042,Completed,4.81,14.44,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0156,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47.25,45
EMP_0643,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,60,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Remaining,,,165,157.5,150,90,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Technical,TASK_T0437,Completed,0,0,0,60,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
EMP_0654,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,141.33,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0926,Completed,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0382,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,54.11,139.95,120.29,80.1,20.82,1.88,0,0,0,0,0,0,0,0,0,0
Remaining,,,110.89,17.55,29.71,69.9,151.68,148.13,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0974,Completed,0,3.15,10.5,10.5,7.88,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0253,Completed,1.78,5.33,5.08,3.81,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0887,Completed,0,24.07,22.93,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0254,Completed,5.11,3.22,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0828,Completed,8.7,45.67,43.5,39.15,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0162,Completed,0,0,1.88,2.5,2.88,0.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0998,Completed,5.71,8,7.62,2.67,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0251,Completed,3.1,5.42,5.16,2.32,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0261,Completed,4.14,0.51,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0252,Completed,0,0,1.5,2.5,2.88,1.13,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0244,Completed,5.77,5.51,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0811,Completed,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0703,Completed,8.77,8.37,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0134,Completed,8.12,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0882,Completed,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0793,Completed,0,12.8,16,16,7.2,0,0,0,0,0,0,0,0,0,0,0
EMP_0609,,,,,,,,,,,,,,,,,,
Contracted Hours,,,105,52.5,142.5,127.5,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,177.26,86.56,183.4,165.37,110.77,90,90,82.5,78.75,0,0,0,0,0,0,0
Remaining,,,-72.26,-34.06,-40.9,-37.87,61.73,60,60,82.5,78.75,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0826,Completed,0,0,0,6.36,3.64,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0051,Completed,31.5,18,45,45,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0827,Completed,0,0,0,6.36,3.64,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0799,Completed,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0809,Completed,35.98,20.56,51.4,51.4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0821,Completed,66,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,31.5,18,45,45,86.25,75,75,82.5,78.75,0,0,0,0,0,0,0
Technical,TASK_T0457,Partial,0,0,0,11.25,17.25,15,15,0,0,0,0,0,0,0,0,0
EMP_0280,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,482.49,625.03,207.86,200.36,200.1,136.2,0,0,0,0,0,0,0,0,0,0
Remaining,,,-317.49,-467.53,-57.86,-50.36,-27.6,13.8,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0576,Completed,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0573,Completed,165,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0115,Completed,165,157.5,150,142.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0528,Completed,0,35.1,54,54,62.1,16.2,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0116,Completed,0,0,0,0,138,120,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0404,Completed,107.25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0754,Completed,4.24,4.05,3.86,3.86,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0555,Completed,24.5,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0065,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,57.75,55.13,57,123,150.07,113.4,112.5,123.75,78.75,0,0,0,0,0,0,0
Remaining,,,107.25,102.38,93,27,22.43,36.6,37.5,41.25,78.75,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0896,Completed,0,0,0,67.5,86.25,75,75,82.5,78.75,0,0,0,0,0,0,0
Technical,TASK_T0840,Completed,41.25,39.38,37.5,37.5,43.13,37.5,37.5,41.25,0,0,0,0,0,0,0,0
Technical,TASK_T0229,Completed,0,0,18,18,20.7,0.9,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0877,Completed,16.5,15.75,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0436,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,289.05,168.38,160.5,157.5,163.13,37.5,37.5,41.25,39.38,43.13,41.25,39.38,0,0,0,0
Remaining,,,-124.05,-10.88,-10.5,-7.5,9.38,112.5,112.5,123.75,118.13,129.38,123.75,118.13,165,150,157.5,150
Technical,TASK_T0890,Completed,160.05,39.38,37.5,37.5,43.13,37.5,37.5,41.25,39.38,43.13,41.25,39.38,0,0,0,0
Technical,TASK_T0436,Completed,63,66,63,60,60,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0434,Completed,66,63,60,60,60,0,0,0,0,0,0,0,0,0,0,0
EMP_0580,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,19.51,16.97,13.03,13.03,14.98,44.53,44.53,14.33,13.68,8.47,0,0,0,0,0,0
Remaining,,,145.49,140.53,136.97,136.97,157.52,105.47,105.47,150.67,143.82,164.03,165,157.5,165,150,157.5,150
Technical,TASK_T0516,Completed,0,0,0,0,0,31.5,31.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0485,Completed,5.18,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planning,TASK_T0452,,0.88,0.84,0.8,0.8,0.92,0.8,0.8,0.88,0.84,0.52,0,0,0,0,0,0
Planning,TASK_T0994,,13.44,12.83,12.22,12.22,14.06,12.22,12.22,13.44,12.83,7.94,0,0,0,0,0,0
EMP_0383,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,5.25,15.75,15,99,138,105,105,115.5,110.25,120.75,115.5,110.25,115.5,105,110.25,105
Remaining,,,159.75,141.75,135,51,34.5,45,45,49.5,47.25,51.75,49.5,47.25,49.5,45,47.25,45
Technical,TASK_T0437,Completed,0,0,0,84,120.75,105,105,115.5,110.25,120.75,115.5,110.25,115.5,105,110.25,105
Technical,TASK_T0880,Completed,5.25,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0313,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,11,10.5,10,10,11.5,10,10,11,10.5,11.5,11,10.5,11,10,10.5,10
Technical,,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0532,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,176.55,168.52,115.5,108,94.88,45,45,49.5,47.25,51.75,49.5,47.25,49.5,30,31.5,30
Remaining,,,-11.55,-11.02,34.5,42,77.63,105,105,115.5,110.25,120.75,115.5,110.25,115.5,120,126,120
Technical,TASK_T0780,Completed,18.15,17.32,16.5,9,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0018,Completed,18.15,17.32,16.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0987,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0302,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0989,Completed,16.5,15.75,15,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,0,0,0
Technical,TASK_T0409,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0410,Completed,41.25,39.38,37.5,37.5,43.13,0,0,0,0,0,0,0,0,0,0,0
EMP_0138,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,126.89,230.66,282,274.78,284.72,247.58,174.89,192.38,183.64,201.13,192.38,151.2,158.4,144,151.2,144
Remaining,,,38.11,-73.16,-132,-124.78,-112.22,-97.58,-24.89,-27.38,-26.14,-28.63,-27.38,6.3,6.6,6,6.3,6
Technical,TASK_T0921,Completed,17.6,18,16.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0847,Completed,26.4,25.2,24,24,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,31.35,29.93,28.5,28.5,32.78,28.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,93.6,144,144,165.6,144,144,158.4,151.2,165.6,158.4,151.2,158.4,144,151.2,144
Technical,TASK_T0746,Completed,33,31.5,30,30,34.5,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0871,Completed,0,0,7.8,14.19,16.32,14.19,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0927,Completed,18.54,32.44,30.89,30.89,35.53,30.89,30.89,33.98,32.44,35.53,33.98,0,0,0,0,0
EMP_0076,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,144,54,51.75,45,59.25,66,63,60,49.5,45.75,16.5,15,15.75,15
Remaining,,,0,0,6,96,120.75,105,90.75,99,94.5,112.5,115.5,111.75,148.5,135,141.75,135
Technical,TASK_T0516,Completed,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0890,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,33,30,0,0,0,0
Technical,TASK_T0114,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0847,Completed,16.5,15.75,15,15,17.25,15,15,16.5,15.75,8.25,0,0,0,0,0,0
Technical,TASK_T0113,Completed,99,94.5,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0914,Partial,0,0,0,0,0,0,14.25,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
EMP_0157,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,87.1,73.13,106.4,119.9,70.46,6,0,0,0,0,0,0,0,0,0,0
Remaining,,,77.9,84.38,43.6,30.1,102.04,144,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0715,Completed,0,0,25.4,25.4,29.21,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0349,Completed,0,0,0,42.75,11.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0967,Completed,15.75,23.63,30,22.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0522,Completed,21.38,10.13,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0551,Completed,0,0,0,16.88,13.13,2.25,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0303,Completed,45.45,23.63,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0380,Completed,0,0,13.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0857,Completed,4.52,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0507,Completed,0,0,0,10.13,16.88,3.75,0,0,0,0,0,0,0,0,0,0
EMP_0509,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0888,Completed,165,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0690,Completed,0,31.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0171,,,,,,,,,,,,,,,,,,
Contracted Hours,,,148.5,141.75,135,135,155.25,135,135,148.5,141.75,155.25,148.5,141.75,148.5,135,141.75,135
Allocated Hours,,,232.22,219.64,113.25,16.8,19.32,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,-83.72,-77.89,21.75,118.2,135.93,135,135,148.5,141.75,155.25,148.5,141.75,148.5,135,141.75,135
Technical,TASK_T0824,Completed,51.89,49.53,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0807,Completed,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0817,Completed,86.6,82.67,62.98,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0815,Completed,17.79,16.98,16.17,16.17,18.59,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0831,Completed,0.69,0.66,0.63,0.63,0.72,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0829,Completed,19.32,21.36,19.32,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0814,Completed,39.29,37.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0813,Completed,11.47,10.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0016,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,158.25,173.63,165,261.38,289.88,292.5,279.75,43.5,0,0,0,157.5,165,150,157.5,150
Remaining,,,6.75,-16.13,-15,-111.38,-117.38,-142.5,-129.75,121.5,157.5,172.5,165,0,0,0,0,0
Technical,TASK_T0523,Completed,24.75,12.38,0,21.38,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0059,Completed,41.25,18.75,0,37.5,43.13,75,75,0,0,0,0,0,0,0,0,0
Technical,TASK_T0572,Completed,24.75,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0242,Completed,0,0,0,37.5,43.13,37.5,26.25,0,0,0,0,0,0,0,0,0
Technical,TASK_T0724,Completed,0,0,0,0,5.25,7.5,6,0,0,0,0,0,0,0,0,0
Technical,TASK_T0863,Completed,18,16.5,0,37.5,43.13,37.5,37.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,82.5,150,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0401,Completed,0,0,0,67.5,77.63,67.5,67.5,27,0,0,0,0,0,0,0,0
Technical,TASK_T0862,Completed,33,16.5,0,30,43.13,37.5,37.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0024,Completed,16.5,15.75,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0526,Partial,0,0,0,30,34.5,30,30,16.5,0,0,0,0,0,0,0,0
Technical,TASK_T0397,Partial,0,0,0,0,0,0,0,0,0,0,0,157.5,165,150,157.5,150
EMP_0113,,,,,,,,,,,,,,,,,,
Contracted Hours,,,0,0,0,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0046,Completed,0,0,0,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0198,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,16.5,15.75,15,4.5,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,148.5,141.75,135,145.5,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0304,Completed,16.5,15.75,15,4.5,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0318,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0362,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,148.5,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,16.5,157.5,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0969,Completed,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0739,Completed,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,0,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0480,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,216,220.5,37.5,157.5,181.13,142.5,187.5,206.25,196.88,0,0,0,0,0,0,0
