Employee,LEVEL-01,LEVEL-02,LEVEL-03
EMP_1367,DEPT_01,Grade_1.3,LVL_03
EMP_1368,DEPT_01,Grade_1.4,LVL_04
EMP_1369,DEPT_03,Grade_1.4,LVL_02
EMP_1370,DEPT_03,Grade_1.4,LVL_03
EMP_1371,DEPT_03,Grade_1.4,LVL_04
EMP_1372,DEPT_03,Grade_1.3,LVL_01
EMP_1373,DEPT_03,Grade_1.2,LVL_03
EMP_1374,DEPT_03,Grade_1.2,LVL_01
EMP_1375,DEPT_03,Grade_1.4,LVL_01
EMP_1376,DEPT_01,Grade_1.2,LVL_04
EMP_1377,DEPT_02,Grade_1.3,LVL_04
EMP_1378,DEPT_02,Grade_1.4,LVL_03
EMP_1379,DEPT_01,Grade_1.2,LVL_01
EMP_1380,DEPT_01,Grade_1.3,LVL_01
EMP_1381,DEPT_03,Grade_1.4,LVL_03
EMP_1382,DEPT_02,Grade_1.4,LVL_02
EMP_1383,DEPT_02,Grade_1.4,LVL_04
EMP_1384,DEPT_03,Grade_1.4,LVL_02
EMP_1385,DEPT_01,Grade_1.3,LVL_04
EMP_1386,DEPT_02,Grade_1.4,LVL_01
EMP_1387,DEPT_03,Grade_1.2,LVL_04
EMP_1388,DEPT_02,Grade_1.2,LVL_04
EMP_1389,DEPT_02,Grade_1.2,LVL_01
EMP_1390,DEPT_02,Grade_1.4,LVL_03
EMP_1391,DEPT_02,Grade_1.3,LVL_03
EMP_1392,DEPT_01,Grade_1.4,LVL_02
EMP_1393,DEPT_02,Grade_1.2,LVL_03
EMP_1394,DEPT_03,Grade_1.4,LVL_04
EMP_1395,DEPT_03,Grade_1.3,LVL_04
EMP_1396,DEPT_02,Grade_1.4,LVL_04
EMP_1397,DEPT_01,Grade_1.3,LVL_01
EMP_1398,DEPT_02,Grade_1.2,LVL_02
EMP_1399,DEPT_02,Grade_1.4,LVL_03
EMP_1400,DEPT_01,Grade_1.3,LVL_04
EMP_1401,DEPT_01,Grade_1.4,LVL_02
EMP_1402,DEPT_02,Grade_1.2,LVL_02
EMP_1403,DEPT_01,Grade_1.2,LVL_03
EMP_1404,DEPT_01,Grade_1.3,LVL_02
EMP_1405,DEPT_02,Grade_1.4,LVL_03
EMP_1406,DEPT_01,Grade_1.3,LVL_03
EMP_1407,DEPT_02,Grade_1.4,LVL_02
EMP_1408,DEPT_03,Grade_1.2,LVL_03
EMP_1409,DEPT_01,Grade_1.2,LVL_04
EMP_1410,DEPT_03,Grade_1.3,LVL_04
EMP_1411,DEPT_01,Grade_1.2,LVL_01
EMP_1412,DEPT_01,Grade_1.3,LVL_02
EMP_1413,DEPT_02,Grade_1.3,LVL_03
EMP_1414,DEPT_02,Grade_1.2,LVL_01
EMP_1415,DEPT_01,Grade_1.4,LVL_02
EMP_1416,DEPT_02,Grade_1.2,LVL_03
EMP_1417,DEPT_01,Grade_1.2,LVL_02
EMP_1418,DEPT_01,Grade_1.2,LVL_02
EMP_1419,DEPT_03,Grade_1.3,LVL_02
EMP_1420,DEPT_01,Grade_1.3,LVL_04
EMP_1421,DEPT_01,Grade_1.3,LVL_03
EMP_1422,DEPT_03,Grade_1.2,LVL_02
EMP_1423,DEPT_02,Grade_1.3,LVL_03
EMP_1424,DEPT_01,Grade_1.4,LVL_02
EMP_1425,DEPT_03,Grade_1.2,LVL_01
EMP_1426,DEPT_02,Grade_1.4,LVL_01
EMP_1427,DEPT_02,Grade_1.3,LVL_01
EMP_1428,DEPT_01,Grade_1.2,LVL_02
EMP_1429,DEPT_03,Grade_1.2,LVL_01
EMP_1430,DEPT_03,Grade_1.4,LVL_02
EMP_1431,DEPT_01,Grade_1.4,LVL_01
EMP_1432,DEPT_01,Grade_1.2,LVL_03
EMP_1433,DEPT_02,Grade_1.4,LVL_02
EMP_1434,DEPT_03,Grade_1.3,LVL_03
EMP_1435,DEPT_02,Grade_1.4,LVL_03
EMP_1436,DEPT_03,Grade_1.3,LVL_01
EMP_1437,DEPT_03,Grade_1.2,LVL_02
EMP_1438,DEPT_03,Grade_1.2,LVL_02
EMP_1439,DEPT_03,Grade_1.2,LVL_04
EMP_1440,DEPT_02,Grade_1.2,LVL_02
EMP_1441,DEPT_03,Grade_1.4,LVL_01
EMP_1442,DEPT_01,Grade_1.2,LVL_02
EMP_1443,DEPT_01,Grade_1.4,LVL_02
EMP_1444,DEPT_03,Grade_1.2,LVL_04
EMP_1445,DEPT_01,Grade_1.4,LVL_02
EMP_1446,DEPT_03,Grade_1.4,LVL_03
EMP_1447,DEPT_03,Grade_1.4,LVL_04
EMP_1448,DEPT_02,Grade_1.2,LVL_03
EMP_1449,DEPT_02,Grade_1.2,LVL_03
EMP_1450,DEPT_01,Grade_1.2,LVL_03
EMP_1451,DEPT_03,Grade_1.3,LVL_04
EMP_1452,DEPT_02,Grade_1.4,LVL_04
EMP_1453,DEPT_01,Grade_1.2,LVL_01
EMP_1454,DEPT_02,Grade_1.2,LVL_03
EMP_1455,DEPT_03,Grade_1.4,LVL_03
EMP_1456,DEPT_02,Grade_1.3,LVL_02
EMP_1457,DEPT_01,Grade_1.3,LVL_03
EMP_1458,DEPT_02,Grade_1.3,LVL_04
EMP_1459,DEPT_01,Grade_1.4,LVL_04
EMP_1460,DEPT_02,Grade_1.4,LVL_01
EMP_1461,DEPT_01,Grade_1.2,LVL_01
EMP_1462,DEPT_03,Grade_1.2,LVL_01
EMP_1463,DEPT_01,Grade_1.3,LVL_01
EMP_1464,DEPT_03,Grade_1.2,LVL_01
EMP_1465,DEPT_01,Grade_1.3,LVL_02
EMP_1466,DEPT_03,Grade_1.2,LVL_04
EMP_1467,DEPT_01,Grade_1.3,LVL_02
EMP_1468,DEPT_03,Grade_1.3,LVL_02
EMP_1469,DEPT_02,Grade_1.3,LVL_02
EMP_1470,DEPT_03,Grade_1.4,LVL_04
EMP_1471,DEPT_01,Grade_1.3,LVL_03
EMP_1472,DEPT_03,Grade_1.3,LVL_01
EMP_1473,DEPT_03,Grade_1.2,LVL_04
EMP_1474,DEPT_03,Grade_1.2,LVL_02
EMP_1475,DEPT_02,Grade_1.2,LVL_01
EMP_1476,DEPT_01,Grade_1.3,LVL_02
EMP_1477,DEPT_03,Grade_1.3,LVL_04
EMP_1478,DEPT_03,Grade_1.3,LVL_03
EMP_1479,DEPT_01,Grade_1.3,LVL_01
EMP_1480,DEPT_01,Grade_1.4,LVL_04
EMP_1481,DEPT_03,Grade_1.3,LVL_04
EMP_1482,DEPT_02,Grade_1.2,LVL_04
EMP_1483,DEPT_01,Grade_1.2,LVL_04
EMP_1484,DEPT_03,Grade_1.2,LVL_04
EMP_1485,DEPT_03,Grade_1.3,LVL_04
EMP_1486,DEPT_03,Grade_1.2,LVL_04
EMP_1487,DEPT_02,Grade_1.3,LVL_03
EMP_1488,DEPT_01,Grade_1.2,LVL_02
EMP_1489,DEPT_03,Grade_1.3,LVL_03
EMP_1490,DEPT_03,Grade_1.3,LVL_01
EMP_1491,DEPT_02,Grade_1.3,LVL_04
EMP_1492,DEPT_03,Grade_1.2,LVL_03
EMP_1493,DEPT_02,Grade_1.4,LVL_01
EMP_1494,DEPT_03,Grade_1.4,LVL_04
EMP_1495,DEPT_02,Grade_1.3,LVL_02
EMP_1496,DEPT_02,Grade_1.4,LVL_04
EMP_1497,DEPT_03,Grade_1.3,LVL_04
EMP_1498,DEPT_03,Grade_1.3,LVL_04
EMP_1499,DEPT_03,Grade_1.4,LVL_01
EMP_1500,DEPT_03,Grade_1.2,LVL_03
EMP_1501,DEPT_03,Grade_1.4,LVL_04
EMP_1502,DEPT_02,Grade_1.4,LVL_04
EMP_1503,DEPT_03,Grade_1.4,LVL_04
EMP_1504,DEPT_02,Grade_1.4,LVL_02
EMP_1505,DEPT_01,Grade_1.2,LVL_03
EMP_1506,DEPT_01,Grade_1.2,LVL_03
EMP_1507,DEPT_02,Grade_1.3,LVL_01
EMP_1508,DEPT_03,Grade_1.4,LVL_02
EMP_1509,DEPT_03,Grade_1.2,LVL_02
EMP_1510,DEPT_02,Grade_1.2,LVL_01
EMP_1511,DEPT_02,Grade_1.2,LVL_02
EMP_1512,DEPT_03,Grade_1.3,LVL_04
EMP_1513,DEPT_03,Grade_1.2,LVL_01
EMP_1514,DEPT_01,Grade_1.4,LVL_04
EMP_1515,DEPT_03,Grade_1.2,LVL_02
EMP_1516,DEPT_02,Grade_1.3,LVL_04
EMP_1517,DEPT_01,Grade_1.4,LVL_03
EMP_1518,DEPT_02,Grade_1.4,LVL_01
EMP_1519,DEPT_03,Grade_1.2,LVL_04
EMP_1520,DEPT_02,Grade_1.4,LVL_03
EMP_1521,DEPT_01,Grade_1.3,LVL_04
EMP_1522,DEPT_03,Grade_1.2,LVL_04
EMP_1523,DEPT_03,Grade_1.2,LVL_02
EMP_1524,DEPT_01,Grade_1.3,LVL_03
EMP_1525,DEPT_03,Grade_1.4,LVL_01
EMP_1526,DEPT_01,Grade_1.3,LVL_01
EMP_1527,DEPT_02,Grade_1.2,LVL_01
EMP_1528,DEPT_02,Grade_1.4,LVL_03
EMP_1529,DEPT_02,Grade_1.3,LVL_03
EMP_1530,DEPT_01,Grade_1.4,LVL_01
EMP_1531,DEPT_01,Grade_1.4,LVL_01
EMP_1532,DEPT_02,Grade_1.4,LVL_03
EMP_1533,DEPT_02,Grade_1.2,LVL_01
EMP_1534,DEPT_01,Grade_1.2,LVL_03
EMP_1535,DEPT_01,Grade_1.4,LVL_02
EMP_1536,DEPT_03,Grade_1.2,LVL_01
EMP_1537,DEPT_02,Grade_1.2,LVL_01
EMP_1538,DEPT_03,Grade_1.4,LVL_01
EMP_1539,DEPT_01,Grade_1.3,LVL_01
EMP_1540,DEPT_01,Grade_1.3,LVL_02
EMP_1541,DEPT_02,Grade_1.2,LVL_04
EMP_1542,DEPT_01,Grade_1.4,LVL_02
EMP_1543,DEPT_03,Grade_1.4,LVL_03
EMP_1544,DEPT_03,Grade_1.4,LVL_01
EMP_1545,DEPT_03,Grade_1.2,LVL_01
EMP_1546,DEPT_01,Grade_1.2,LVL_03
EMP_1547,DEPT_03,Grade_1.3,LVL_04
EMP_1548,DEPT_03,Grade_1.3,LVL_01
EMP_1549,DEPT_02,Grade_1.2,LVL_02
EMP_1550,DEPT_02,Grade_1.3,LVL_03
EMP_1551,DEPT_02,Grade_1.2,LVL_02
EMP_1552,DEPT_02,Grade_1.4,LVL_04
EMP_1553,DEPT_02,Grade_1.3,LVL_01
EMP_1554,DEPT_02,Grade_1.4,LVL_02
EMP_1555,DEPT_02,Grade_1.2,LVL_01
EMP_1556,DEPT_02,Grade_1.4,LVL_01
EMP_1557,DEPT_02,Grade_1.2,LVL_02
EMP_1558,DEPT_01,Grade_1.4,LVL_01
EMP_1559,DEPT_01,Grade_1.4,LVL_04
EMP_1560,DEPT_03,Grade_1.3,LVL_04
EMP_1561,DEPT_01,Grade_1.3,LVL_04
EMP_1562,DEPT_01,Grade_1.2,LVL_01
EMP_1563,DEPT_01,Grade_1.3,LVL_03
EMP_1564,DEPT_01,Grade_1.2,LVL_04
EMP_1565,DEPT_03,Grade_1.2,LVL_02
EMP_1566,DEPT_02,Grade_1.2,LVL_03
EMP_1567,DEPT_01,Grade_1.4,LVL_01
EMP_1568,DEPT_02,Grade_1.2,LVL_03
EMP_1569,DEPT_02,Grade_1.3,LVL_01
EMP_1570,DEPT_02,Grade_1.3,LVL_03
EMP_1571,DEPT_03,Grade_1.3,LVL_04
EMP_1572,DEPT_01,Grade_1.3,LVL_04
EMP_1573,DEPT_02,Grade_1.4,LVL_04
EMP_1574,DEPT_02,Grade_1.4,LVL_04
EMP_1575,DEPT_01,Grade_1.3,LVL_02
EMP_1576,DEPT_03,Grade_1.3,LVL_02
EMP_1577,DEPT_01,Grade_1.2,LVL_04
EMP_1578,DEPT_01,Grade_1.3,LVL_02
EMP_1579,DEPT_03,Grade_1.3,LVL_02
EMP_1580,DEPT_02,Grade_1.3,LVL_02
EMP_1581,DEPT_03,Grade_1.3,LVL_02
EMP_1582,DEPT_01,Grade_1.2,LVL_01
EMP_1583,DEPT_01,Grade_1.3,LVL_01
EMP_1584,DEPT_01,Grade_1.4,LVL_04
EMP_1585,DEPT_03,Grade_1.3,LVL_03
EMP_1586,DEPT_03,Grade_1.4,LVL_03
EMP_1587,DEPT_02,Grade_1.4,LVL_04
EMP_1588,DEPT_02,Grade_1.2,LVL_02
EMP_1589,DEPT_02,Grade_1.3,LVL_02
EMP_1590,DEPT_03,Grade_1.2,LVL_01
EMP_1591,DEPT_02,Grade_1.4,LVL_03
EMP_1592,DEPT_02,Grade_1.4,LVL_03
EMP_1593,DEPT_03,Grade_1.4,LVL_04
EMP_1594,DEPT_02,Grade_1.4,LVL_01
EMP_1595,DEPT_01,Grade_1.4,LVL_01
EMP_1596,DEPT_03,Grade_1.4,LVL_04
EMP_1597,DEPT_03,Grade_1.2,LVL_04
EMP_1598,DEPT_03,Grade_1.4,LVL_04
EMP_1599,DEPT_03,Grade_1.4,LVL_03
EMP_1600,DEPT_03,Grade_1.3,LVL_02
EMP_1601,DEPT_02,Grade_1.4,LVL_02
EMP_1602,DEPT_03,Grade_1.4,LVL_02
EMP_1603,DEPT_03,Grade_1.3,LVL_02
EMP_1604,DEPT_01,Grade_1.3,LVL_01
EMP_1605,DEPT_03,Grade_1.2,LVL_02
EMP_1606,DEPT_02,Grade_1.3,LVL_04
EMP_1607,DEPT_01,Grade_1.2,LVL_01
EMP_1608,DEPT_02,Grade_1.4,LVL_02
EMP_1609,DEPT_02,Grade_1.4,LVL_01
EMP_1610,DEPT_02,Grade_1.3,LVL_04
EMP_1611,DEPT_02,Grade_1.3,LVL_03
EMP_1612,DEPT_02,Grade_1.2,LVL_02
EMP_1613,DEPT_02,Grade_1.3,LVL_04
EMP_1614,DEPT_03,Grade_1.4,LVL_01
EMP_1615,DEPT_01,Grade_1.2,LVL_02
EMP_1616,DEPT_01,Grade_1.2,LVL_01
EMP_1617,DEPT_03,Grade_1.4,LVL_03
EMP_1618,DEPT_03,Grade_1.2,LVL_04
EMP_1619,DEPT_01,Grade_1.2,LVL_03
EMP_1620,DEPT_01,Grade_1.3,LVL_03
EMP_1621,DEPT_03,Grade_1.4,LVL_03
EMP_1622,DEPT_03,Grade_1.4,LVL_04
EMP_1623,DEPT_01,Grade_1.4,LVL_03
EMP_1624,DEPT_01,Grade_1.4,LVL_03
EMP_1625,DEPT_02,Grade_1.4,LVL_02
EMP_1626,DEPT_01,Grade_1.4,LVL_03
EMP_1627,DEPT_03,Grade_1.3,LVL_01
EMP_1628,DEPT_01,Grade_1.4,LVL_04
EMP_1629,DEPT_03,Grade_1.4,LVL_01
EMP_1630,DEPT_01,Grade_1.3,LVL_03
EMP_1631,DEPT_01,Grade_1.2,LVL_01
EMP_1632,DEPT_02,Grade_1.4,LVL_02
EMP_1633,DEPT_02,Grade_1.3,LVL_02
EMP_1634,DEPT_02,Grade_1.3,LVL_04
EMP_1635,DEPT_02,Grade_1.3,LVL_01
EMP_1636,DEPT_02,Grade_1.3,LVL_02
EMP_1637,DEPT_03,Grade_1.4,LVL_03
EMP_1638,DEPT_01,Grade_1.4,LVL_04
EMP_1639,DEPT_01,Grade_1.4,LVL_04
EMP_1640,DEPT_03,Grade_1.2,LVL_01
EMP_1641,DEPT_01,Grade_1.2,LVL_04
EMP_1642,DEPT_03,Grade_1.4,LVL_01
EMP_1643,DEPT_01,Grade_1.2,LVL_03
EMP_1644,DEPT_02,Grade_1.2,LVL_03
EMP_1645,DEPT_03,Grade_1.2,LVL_03
EMP_1646,DEPT_03,Grade_1.4,LVL_01
EMP_1647,DEPT_02,Grade_1.3,LVL_01
EMP_1648,DEPT_01,Grade_1.3,LVL_04
EMP_1649,DEPT_01,Grade_1.4,LVL_02
EMP_1650,DEPT_03,Grade_1.4,LVL_01
EMP_1651,DEPT_01,Grade_1.3,LVL_03
EMP_1652,DEPT_02,Grade_1.4,LVL_02
EMP_1653,DEPT_03,Grade_1.2,LVL_03
EMP_1654,DEPT_03,Grade_1.2,LVL_03
EMP_1655,DEPT_03,Grade_1.4,LVL_03
EMP_1656,DEPT_01,Grade_1.3,LVL_02
EMP_1657,DEPT_02,Grade_1.3,LVL_04
EMP_1658,DEPT_01,Grade_1.2,LVL_01
EMP_1659,DEPT_03,Grade_1.2,LVL_03
EMP_1660,DEPT_02,Grade_1.4,LVL_04
EMP_1661,DEPT_02,Grade_1.4,LVL_04
EMP_1662,DEPT_03,Grade_1.3,LVL_02
EMP_1663,DEPT_02,Grade_1.2,LVL_02
EMP_1664,DEPT_02,Grade_1.2,LVL_02
EMP_1665,DEPT_03,Grade_1.4,LVL_02
EMP_1666,DEPT_02,Grade_1.2,LVL_04
EMP_1667,DEPT_02,Grade_1.4,LVL_03
EMP_1668,DEPT_03,Grade_1.4,LVL_02
EMP_1669,DEPT_02,Grade_1.4,LVL_04
EMP_1670,DEPT_02,Grade_1.3,LVL_04
EMP_1671,DEPT_02,Grade_1.3,LVL_02
EMP_1672,DEPT_01,Grade_1.4,LVL_04
EMP_1673,DEPT_01,Grade_1.4,LVL_02
EMP_1674,DEPT_02,Grade_1.4,LVL_01
EMP_1675,DEPT_01,Grade_1.4,LVL_01
EMP_1676,DEPT_01,Grade_1.2,LVL_02
EMP_1677,DEPT_01,Grade_1.2,LVL_02
EMP_1678,DEPT_02,Grade_1.3,LVL_01
EMP_1679,DEPT_01,Grade_1.3,LVL_02
EMP_1680,DEPT_03,Grade_1.4,LVL_04
EMP_1681,DEPT_02,Grade_1.4,LVL_04
EMP_1682,DEPT_02,Grade_1.2,LVL_03
EMP_1683,DEPT_02,Grade_1.3,LVL_03
EMP_1684,DEPT_01,Grade_1.3,LVL_04
EMP_1685,DEPT_03,Grade_1.3,LVL_04
EMP_1686,DEPT_01,Grade_1.4,LVL_01
EMP_1687,DEPT_03,Grade_1.2,LVL_04
EMP_1688,DEPT_03,Grade_1.4,LVL_02
EMP_1689,DEPT_02,Grade_1.3,LVL_04
EMP_1690,DEPT_03,Grade_1.4,LVL_04
EMP_1691,DEPT_03,Grade_1.4,LVL_02
EMP_1692,DEPT_02,Grade_1.4,LVL_01
EMP_1693,DEPT_03,Grade_1.3,LVL_04
EMP_1694,DEPT_01,Grade_1.2,LVL_01
EMP_1695,DEPT_03,Grade_1.4,LVL_03
EMP_1696,DEPT_01,Grade_1.2,LVL_02
EMP_1697,DEPT_01,Grade_1.2,LVL_01
EMP_1698,DEPT_01,Grade_1.3,LVL_02
EMP_1699,DEPT_02,Grade_1.2,LVL_01
EMP_1700,DEPT_02,Grade_1.2,LVL_03
EMP_1701,DEPT_03,Grade_1.3,LVL_02
EMP_1702,DEPT_02,Grade_1.3,LVL_02
EMP_1703,DEPT_02,Grade_1.4,LVL_01
EMP_1704,DEPT_03,Grade_1.2,LVL_02
EMP_1705,DEPT_03,Grade_1.2,LVL_02
EMP_1706,DEPT_02,Grade_1.3,LVL_01
EMP_1707,DEPT_02,Grade_1.3,LVL_03
EMP_1708,DEPT_03,Grade_1.3,LVL_04
EMP_1709,DEPT_01,Grade_1.4,LVL_01
EMP_1710,DEPT_01,Grade_1.3,LVL_04
EMP_1711,DEPT_03,Grade_1.3,LVL_03
EMP_1712,DEPT_03,Grade_1.3,LVL_01
EMP_1713,DEPT_01,Grade_1.3,LVL_04
EMP_1714,DEPT_03,Grade_1.4,LVL_03
EMP_1715,DEPT_02,Grade_1.4,LVL_02
EMP_1716,DEPT_02,Grade_1.2,LVL_04
EMP_1717,DEPT_03,Grade_1.2,LVL_04
EMP_1718,DEPT_01,Grade_1.3,LVL_04
EMP_1719,DEPT_01,Grade_1.4,LVL_03
EMP_1720,DEPT_02,Grade_1.2,LVL_02
EMP_1721,DEPT_02,Grade_1.3,LVL_04
EMP_1722,DEPT_02,Grade_1.3,LVL_03
EMP_1723,DEPT_03,Grade_1.3,LVL_01
EMP_1724,DEPT_03,Grade_1.4,LVL_03
EMP_1725,DEPT_01,Grade_1.4,LVL_02
EMP_1726,DEPT_03,Grade_1.2,LVL_03
EMP_1727,DEPT_03,Grade_1.4,LVL_02
EMP_1728,DEPT_03,Grade_1.3,LVL_04
EMP_1729,DEPT_01,Grade_1.2,LVL_02
EMP_1730,DEPT_03,Grade_1.2,LVL_03
EMP_1731,DEPT_03,Grade_1.3,LVL_01
EMP_1732,DEPT_02,Grade_1.2,LVL_04
EMP_1733,DEPT_02,Grade_1.3,LVL_04
EMP_1734,DEPT_01,Grade_1.3,LVL_01
EMP_1735,DEPT_02,Grade_1.2,LVL_01
EMP_1736,DEPT_02,Grade_1.4,LVL_04
EMP_1737,DEPT_02,Grade_1.2,LVL_02
EMP_1738,DEPT_02,Grade_1.3,LVL_03
EMP_1739,DEPT_01,Grade_1.4,LVL_04
EMP_1740,DEPT_03,Grade_1.4,LVL_03
EMP_1741,DEPT_02,Grade_1.2,LVL_01
EMP_1742,DEPT_01,Grade_1.3,LVL_02
EMP_1743,DEPT_02,Grade_1.4,LVL_02
EMP_1744,DEPT_02,Grade_1.3,LVL_04
EMP_1745,DEPT_02,Grade_1.2,LVL_04
EMP_1746,DEPT_03,Grade_1.2,LVL_01
EMP_1747,DEPT_01,Grade_1.2,LVL_03
EMP_1748,DEPT_01,Grade_1.3,LVL_01
EMP_1749,DEPT_01,Grade_1.2,LVL_02
EMP_1750,DEPT_02,Grade_1.4,LVL_03
EMP_1751,DEPT_02,Grade_1.2,LVL_04
EMP_1752,DEPT_01,Grade_1.2,LVL_04
EMP_1753,DEPT_01,Grade_1.4,LVL_02
EMP_1754,DEPT_01,Grade_1.4,LVL_01
EMP_1755,DEPT_03,Grade_1.4,LVL_03
EMP_1756,DEPT_01,Grade_1.3,LVL_04
EMP_1757,DEPT_03,Grade_1.3,LVL_03
EMP_1758,DEPT_02,Grade_1.3,LVL_02
EMP_1759,DEPT_01,Grade_1.4,LVL_04
EMP_1760,DEPT_01,Grade_1.2,LVL_02
EMP_1761,DEPT_01,Grade_1.3,LVL_04
EMP_1762,DEPT_01,Grade_1.4,LVL_04
EMP_1763,DEPT_01,Grade_1.2,LVL_01
EMP_1764,DEPT_02,Grade_1.4,LVL_03
EMP_1765,DEPT_01,Grade_1.4,LVL_02
EMP_1766,DEPT_02,Grade_1.4,LVL_02
EMP_1767,DEPT_02,Grade_1.3,LVL_03
EMP_1768,DEPT_02,Grade_1.2,LVL_02
EMP_1769,DEPT_01,Grade_1.4,LVL_04
EMP_1770,DEPT_01,Grade_1.2,LVL_01
EMP_1771,DEPT_02,Grade_1.4,LVL_04
EMP_1772,DEPT_02,Grade_1.2,LVL_01
EMP_1773,DEPT_01,Grade_1.2,LVL_01
EMP_1774,DEPT_03,Grade_1.2,LVL_02
EMP_1775,DEPT_03,Grade_1.3,LVL_04
EMP_1776,DEPT_03,Grade_1.3,LVL_04
EMP_1777,DEPT_02,Grade_1.2,LVL_03
EMP_1778,DEPT_02,Grade_1.4,LVL_01
EMP_1779,DEPT_02,Grade_1.4,LVL_03
EMP_1780,DEPT_01,Grade_1.2,LVL_02
EMP_1781,DEPT_01,Grade_1.3,LVL_04
EMP_1782,DEPT_01,Grade_1.4,LVL_01
EMP_1783,DEPT_01,Grade_1.4,LVL_04
EMP_1784,DEPT_02,Grade_1.2,LVL_01
EMP_1785,DEPT_03,Grade_1.3,LVL_03
EMP_1786,DEPT_01,Grade_1.2,LVL_03
EMP_1787,DEPT_01,Grade_1.3,LVL_02
EMP_1788,DEPT_01,Grade_1.3,LVL_01
EMP_1789,DEPT_01,Grade_1.4,LVL_01
EMP_1790,DEPT_02,Grade_1.3,LVL_03
EMP_1791,DEPT_01,Grade_1.3,LVL_03
EMP_1792,DEPT_02,Grade_1.2,LVL_03
EMP_1793,DEPT_02,Grade_1.4,LVL_01
EMP_1794,DEPT_01,Grade_1.4,LVL_03
EMP_1795,DEPT_01,Grade_1.2,LVL_03
EMP_1796,DEPT_03,Grade_1.3,LVL_02
EMP_1797,DEPT_03,Grade_1.4,LVL_01
EMP_1798,DEPT_01,Grade_1.4,LVL_01
EMP_1799,DEPT_03,Grade_1.4,LVL_03
EMP_1800,DEPT_03,Grade_1.2,LVL_03
EMP_1801,DEPT_02,Grade_1.4,LVL_03
EMP_1802,DEPT_03,Grade_1.3,LVL_03
EMP_1803,DEPT_03,Grade_1.2,LVL_03
EMP_1804,DEPT_02,Grade_1.4,LVL_04
EMP_1805,DEPT_03,Grade_1.4,LVL_04
EMP_1806,DEPT_01,Grade_1.2,LVL_04
EMP_1807,DEPT_01,Grade_1.4,LVL_01
EMP_1808,DEPT_01,Grade_1.3,LVL_04
EMP_1809,DEPT_02,Grade_1.3,LVL_04
EMP_1810,DEPT_01,Grade_1.3,LVL_02
EMP_1811,DEPT_03,Grade_1.4,LVL_01
EMP_1812,DEPT_03,Grade_1.4,LVL_03
EMP_1813,DEPT_01,Grade_1.2,LVL_03
EMP_1814,DEPT_01,Grade_1.4,LVL_04
EMP_1815,DEPT_02,Grade_1.3,LVL_02
EMP_1816,DEPT_02,Grade_1.2,LVL_04
EMP_1817,DEPT_03,Grade_1.3,LVL_02
EMP_1818,DEPT_02,Grade_1.2,LVL_03
EMP_1819,DEPT_01,Grade_1.3,LVL_01
EMP_1820,DEPT_03,Grade_1.2,LVL_01
EMP_1821,DEPT_01,Grade_1.4,LVL_02
EMP_1822,DEPT_03,Grade_1.2,LVL_01
EMP_1823,DEPT_01,Grade_1.2,LVL_03
EMP_1824,DEPT_01,Grade_1.4,LVL_02
EMP_1825,DEPT_01,Grade_1.3,LVL_01
EMP_1826,DEPT_03,Grade_1.2,LVL_04
EMP_1827,DEPT_01,Grade_1.3,LVL_02
EMP_1828,DEPT_03,Grade_1.4,LVL_01
EMP_1829,DEPT_02,Grade_1.3,LVL_01
EMP_1830,DEPT_03,Grade_1.4,LVL_04
EMP_1831,DEPT_02,Grade_1.4,LVL_02
EMP_1832,DEPT_03,Grade_1.3,LVL_04
EMP_1833,DEPT_01,Grade_1.3,LVL_02
EMP_1834,DEPT_03,Grade_1.4,LVL_03
EMP_1835,DEPT_02,Grade_1.4,LVL_03
EMP_1836,DEPT_03,Grade_1.4,LVL_04
EMP_1837,DEPT_03,Grade_1.4,LVL_02
EMP_1838,DEPT_01,Grade_1.2,LVL_01
EMP_1839,DEPT_02,Grade_1.3,LVL_01
EMP_1840,DEPT_01,Grade_1.3,LVL_04
EMP_1841,DEPT_02,Grade_1.4,LVL_01
EMP_1842,DEPT_01,Grade_1.4,LVL_02
EMP_1843,DEPT_01,Grade_1.2,LVL_01
EMP_1844,DEPT_03,Grade_1.3,LVL_01
EMP_1845,DEPT_02,Grade_1.3,LVL_03
EMP_1846,DEPT_03,Grade_1.3,LVL_01
EMP_1847,DEPT_01,Grade_1.3,LVL_04
EMP_1848,DEPT_01,Grade_1.4,LVL_03
EMP_1849,DEPT_03,Grade_1.4,LVL_03
EMP_1850,DEPT_01,Grade_1.4,LVL_02
EMP_1851,DEPT_03,Grade_1.4,LVL_02
EMP_1852,DEPT_01,Grade_1.3,LVL_03
EMP_1853,DEPT_03,Grade_1.2,LVL_03
EMP_1854,DEPT_02,Grade_1.2,LVL_03
EMP_1855,DEPT_01,Grade_1.4,LVL_03
EMP_1856,DEPT_02,Grade_1.3,LVL_01
EMP_1857,DEPT_02,Grade_1.2,LVL_04
EMP_1858,DEPT_03,Grade_1.4,LVL_02
EMP_1859,DEPT_01,Grade_1.4,LVL_03
EMP_1860,DEPT_02,Grade_1.3,LVL_01
EMP_1861,DEPT_03,Grade_1.2,LVL_03
EMP_1862,DEPT_02,Grade_1.3,LVL_03
EMP_1863,DEPT_03,Grade_1.4,LVL_02
EMP_1864,DEPT_03,Grade_1.3,LVL_02
EMP_1865,DEPT_02,Grade_1.3,LVL_02
